# Time-averaged data for fix 2
# TimeStep c_flux[1] c_flux[2] c_flux[3] c_flux[4] c_flux[5] c_flux[6] c_Ag_mom[1] c_Ag_mom[2] c_Ag_mom[3]
810 -267.428 183.548 10.8439 -202.219 101.569 10.0063 -6070.57 3145.09 123.716
820 -287.57 152.58 -41.6779 -208.024 85.6777 -39.1873 -6329.86 2599.5 -1415.28
830 -290.864 122.891 -87.3522 -205.294 72.0286 -81.4356 -6309.25 2112.92 -2730.49
840 -270.866 93.0354 -128.066 -194.072 61.7821 -114.565 -5989.1 1719.8 -3764.85
850 -234.075 67.256 -164.2 -176.095 54.5712 -138.302 -5438.82 1428.83 -4509.08
860 -193.823 49.6015 -193.471 -154.141 48.7812 -153.627 -4776.04 1220.06 -4979.24
870 -159.885 39.6679 -213.398 -131.074 42.5974 -161.503 -4101.49 1044.83 -5191.55
880 -132.526 33.2265 -222.411 -109.124 33.9629 -162.208 -3466.02 826.315 -5160.71
890 -106.032 23.5829 -219.456 -88.986 20.7865 -155.636 -2867.56 472.965 -4906.26
900 -75.2264 3.66761 -203.349 -68.8026 1.69045 -141.518 -2241.83 -89.0287 -4439.56
910 -37.7 -30.8699 -173.726 -44.079 -23.5556 -119.276 -1461.74 -886.42 -3745.41
920 8.0129 -76.6454 -131.613 -9.69017 -54.6823 -88.2774 -381.851 -1898.52 -2791.59
930 62.4342 -123.323 -78.6979 37.3452 -90.8132 -48.6961 1086.5 -3068.06 -1567.02
940 125 -163.264 -16.139 95.5816 -129.808 -1.96678 2911.29 -4304.78 -105.776
950 194.013 -196.868 54.9424 158.82 -167.69 49.7598 4925.41 -5496.92 1525.82
960 266.48 -230.158 132.182 219.056 -200.025 104.067 6885.09 -6530.14 3248.27
970 334.828 -265.706 213.02 269.556 -223.415 158.255 8555.75 -7303.28 4978.22
980 387.895 -298.672 294.928 305.93 -236.385 209.713 9757.4 -7750.98 6640.67
990 416.342 -320.665 373.279 325.612 -239.859 257.106 10376.6 -7872.42 8183.95
1000 416.605 -326.078 441.625 327.543 -236.123 300.404 10384.4 -7731.43 9583.27
1010 391.856 -317.66 496.817 313.053 -227.118 339.9 9852.64 -7408.55 10824.3
1020 350.011 -302.98 540.055 286.046 -213.631 374.48 8933.8 -6957.65 11873.3
1030 299.511 -287.37 573.59 251.018 -197.662 401.154 7780.4 -6441.27 12658
1040 244.374 -270.871 596.217 210.483 -184.18 415.941 6468.22 -5994.12 13079.1
1050 185.583 -255.133 600.25 165.179 -179.348 415.509 5017.52 -5794.32 13043
1060 123.635 -246.591 575.603 116.011 -185.966 398.166 3463.23 -5954.87 12492.7
1070 60.3666 -253.03 517.764 64.9929 -201.776 363.493 1879.75 -6448.27 11413.3
1080 -2.12923 -275.853 432.782 14.528 -221.07 311.836 352.679 -7119.66 9820.07
1090 -61.6703 -307.104 333.569 -33.1693 -237.256 244.673 -1056.72 -7743.01 7761.6
1100 -116.454 -331.406 229.933 -76.2871 -244.476 165.782 -2313.15 -8078.29 5341.7
1110 -164.331 -330.005 124.201 -113.046 -238.43 81.3066 -3381.82 -7927.33 2719.05
1120 -203.349 -292.185 15.2622 -141.755 -216.595 -2.45577 -4226 -7180.77 69.4462
1130 -233.527 -223.102 -92.3433 -161.849 -178.529 -80.6849 -4835.6 -5847.67 -2444.18
1140 -256.435 -137.723 -187.683 -174.361 -126.254 -149.665 -5242.99 -4055.91 -4665.83
1150 -272.526 -50.3698 -261.169 -181.24 -64.5761 -205.301 -5499.47 -2008.18 -6449.15
1160 -279.215 33.0484 -311.803 -183.811 0.687246 -244.403 -5634.32 98.2721 -7703.38
1170 -272.606 112.245 -344.915 -181.959 65.4494 -266.893 -5638.25 2145.2 -8439.34
1180 -250.535 188.834 -364.22 -174.851 128.101 -276.407 -5477.52 4099.34 -8757.47
1190 -213.76 263.524 -369.891 -161.634 188.053 -277.973 -5116.48 5956 -8784.86
1200 -167.839 334.41 -361.424 -140.977 244.771 -275.026 -4514.7 7707.7 -8613.98
1210 -120.151 397.941 -341.567 -110.422 298.25 -268.094 -3606.46 9354.17 -8284.92
1220 -73.5744 450.713 -317.843 -68.0292 348.053 -256.073 -2332.01 10887.6 -7808.43
1230 -24.3206 491.842 -298.371 -14.981 392.345 -238.403 -710.274 12259.6 -7203.86
1240 32.7255 521.717 -285.278 44.2016 428.315 -216.343 1139.13 13390.6 -6517.57
1250 96.3489 539.173 -273.619 103.663 453.827 -192.436 3041.3 14213 -5798.47
1260 157.881 543.07 -255.273 158.21 468.286 -168.184 4819.09 14697.5 -5065.55
1270 208.223 533.958 -226.157 203.452 471.902 -143.871 6312.25 14837 -4318.9
1280 243.963 512.252 -189.254 235.829 464.186 -119.924 7392.51 14613.6 -3584.55
1290 264.86 478.685 -152.209 253.261 444.101 -98.2076 7984.99 14001.1 -2929.45
1300 268.051 435.242 -120.931 255.197 411.607 -80.7526 8064.61 13011.8 -2416.68
1310 249.033 385.679 -99.6509 242.35 369.216 -68.5418 7640.77 11723.4 -2063.35
1320 208.902 332.419 -88.9572 216.057 320.949 -61.2637 6763.54 10246.9 -1855.36
1330 155.754 276.9 -88.7324 178.533 270.453 -58.4573 5533.03 8674.54 -1773.4
1340 99.7109 219.405 -96.0032 133.013 219.762 -59.3096 4076.91 7061.3 -1789.25
1350 47.5056 161.67 -106.283 83.7765 169.819 -62.6873 2537.83 5441.4 -1867.27
1360 3.29699 107.354 -115.196 36.5044 121.07 -67.439 1086.7 3849.05 -1980.57
1370 -32.3165 59.4622 -119.373 -3.23089 73.7922 -72.8866 -112.022 2322.64 -2120.53
1380 -61.7873 16.1674 -115.697 -32.5341 28.7617 -78.7983 -984.046 899.254 -2287.25
1390 -87.1451 -27.8659 -102.715 -52.4889 -12.9223 -84.8022 -1579.2 -399.184 -2465.93
1400 -107.739 -76.2937 -83.272 -65.9098 -51.4886 -89.847 -1992.88 -1600.86 -2627.3
1410 -122.922 -128.895 -64.4035 -73.3251 -90.119 -92.4235 -2249.03 -2809.31 -2742.31
1420 -131.99 -182.157 -50.6217 -73.0163 -133.044 -91.1859 -2289.78 -4159.44 -2775.83
1430 -131.239 -237.383 -39.1994 -64.6897 -181.682 -85.4136 -2079.53 -5708.26 -2686.49
1440 -117.511 -297.497 -24.5458 -50.9587 -233.285 -74.9621 -1679.15 -7384.71 -2443.83
1450 -94.9512 -360.399 -6.80029 -35.8184 -283.267 -59.6448 -1220.54 -9033.08 -2039.86
1460 -72.4358 -417.551 10.1829 -22.3731 -327.482 -39.5332 -824.913 -10486.6 -1478.29
1470 -53.2551 -460.701 26.1544 -11.4817 -363.684 -14.9627 -522.771 -11642.6 -755.97
1480 -32.9273 -486.25 44.8338 -1.83397 -390.549 13.1641 -249.055 -12461.2 118.314
1490 -6.59069 -494.464 71.0436 8.67796 -405.796 43.2708 90.4764 -12892.5 1102.64
1500 26.6102 -484.88 105.319 21.3861 -405.73 73.3662 546.543 -12851.4 2127.07
1510 62.0855 -456.06 143.202 35.9589 -387.534 101.42 1096.1 -12270.4 3096.84
1520 90.7425 -406.353 176.176 51.2454 -351.382 125.083 1664.47 -11152.1 3906.75
1530 104.297 -337.852 199.556 65.8486 -300.164 142.777 2160.13 -9568.02 4479.85
1540 98.3911 -256.942 214.713 77.3459 -238.359 153.901 2485.25 -7640.63 4799.72
1550 75.7744 -172.81 225.717 82.0833 -171.234 159.341 2542.2 -5536.2 4913.5
1560 44.3362 -94.2625 234.914 76.4909 -104.094 161.429 2269.87 -3434.59 4912.35
1570 11.6329 -24.9716 240.88 59.7285 -41.2436 162.872 1689.99 -1479.76 4896.84
1580 -19.0791 37.3046 242.057 35.0428 14.2217 165.338 919.91 246.157 4930.68
1590 -47.68 96.0365 238.237 8.4415 60.5169 168.38 135.767 1714.19 5007.28
1600 -73.7952 149.43 230.278 -14.1446 97.7917 169.853 -498.463 2929.11 5057.04
1610 -94.2392 191.433 218.351 -28.9964 127.712 167.27 -889.113 3913.35 4991.1
1620 -104.91 218.306 203.625 -34.8097 151.683 158.813 -1018.5 4681.56 4748.5
1630 -103.221 232.045 186.789 -32.0059 169.253 144.173 -915.41 5217.82 4318.63
1640 -88.6183 237.54 167.127 -22.0794 178.814 124.789 -627.707 5492.46 3738.48
1650 -63.0102 237.996 142.817 -7.26612 179.811 102.95 -207.343 5508.38 3074.73
1660 -30.5287 232.284 113.944 9.97627 173.767 80.6646 293.365 5324.78 2394.25
1670 3.10644 220.338 82.3028 27.4302 164.096 58.9145 814.219 5041.29 1734.85
1680 32.6198 204.958 49.2355 42.3799 154.283 38.0876 1270.24 4760.18 1108.11
1690 55.0778 192.681 16.9262 51.2439 146.68 19.1453 1542.65 4554.41 535.317
1700 68.9985 188.468 -10.9268 50.3562 142.03 3.59016 1514 4454.76 64.1056
1710 71.396 190.693 -29.7264 38.4883 140.193 -7.6841 1140.62 4453 -267.082
1720 57.7273 193.829 -37.6392 17.7936 140.591 -15.7511 474.618 4523.21 -480.804
1730 26.4927 194.966 -37.4622 -8.56414 142.422 -23.0858 -397.756 4636.45 -659.794
1740 -17.5215 194.539 -35.1444 -39.2812 144.203 -31.5434 -1421.93 4748.16 -881.378
1750 -64.7145 192.189 -36.246 -74.7557 143.783 -41.5944 -2586.77 4788.98 -1183.1
1760 -108.77 183.691 -44.639 -115.631 138.988 -54.1946 -3897.23 4674.81 -1594.23
1770 -151.612 164.509 -60.2242 -161.061 127.61 -70.7427 -5342.2 4327.65 -2148.68
1780 -198.9 133.667 -78.6006 -208.975 108.252 -92.0688 -6881.47 3707.56 -2850.18
1790 -252.69 93.4455 -95.3553 -256.68 81.4032 -116.694 -8434.66 2840.06 -3635.95
1800 -307.8 49.6455 -110.129 -300.196 49.54 -140.295 -9860.94 1816.94 -4383.45
1810 -355.734 9.7468 -124.186 -334.316 16.4861 -157.897 -10976.6 769.057 -4962.39
1820 -389.008 -22.603 -135.82 -354.594 -13.8012 -166.549 -11635.4 -184.448 -5288.33
1830 -402.896 -49.4842 -141.133 -359.854 -38.6487 -166.055 -11801.7 -971.64 -5341.7
1840 -395.598 -72.5724 -136.511 -352.117 -56.532 -158.161 -11542.5 -1552.97 -5155.09
1850 -369.39 -89.9609 -120.478 -334.597 -66.7428 -145.477 -10960.4 -1901.85 -4782.74
1860 -331.885 -99.2495 -93.7283 -310.102 -69.6008 -129.886 -10144.6 -2020.99 -4267.42
1870 -291.645 -100.136 -59.2645 -280.816 -67.0581 -111.779 -9168.98 -1965.04 -3628.83
1880 -252.671 -95.0489 -21.2582 -249.079 -62.3471 -90.4927 -8107.29 -1828.28 -2878.17
1890 -211.627 -86.3379 14.2859 -217.282 -58.5104 -66.108 -7034.54 -1703.27 -2050.41
1900 -166.369 -77.9144 43.5883 -187.308 -56.9861 -40.7452 -6012.95 -1641.8 -1230.67
1910 -120.424 -75.8464 66.224 -159.628 -57.2097 -18.7167 -5074.95 -1649.28 -545.379
1920 -80.8987 -83.8616 82.8169 -133.705 -58.1161 -4.59928 -4222.22 -1717.33 -120.349
1930 -51.6921 -99.2467 92.5747 -108.824 -60.0019 -1.30073 -3430.96 -1851.34 -34.5339
1940 -31.4528 -116.104 92.815 -83.8973 -64.2751 -8.73414 -2650.19 -2062 -287.571
1950 -16.3904 -130.078 80.0982 -57.7418 -71.9212 -23.847 -1824.9 -2346.15 -797.852
1960 -2.25707 -140.006 53.246 -30.7317 -82.8612 -42.7607 -957.25 -2686.94 -1446.62
1970 13.8537 -146.143 18.1244 -5.42597 -95.9227 -62.6634 -132.434 -3056.39 -2129.63
1980 30.9612 -148.651 -15.8604 14.7303 -108.96 -81.6309 535.697 -3407.1 -2757.26
1990 45.0152 -147.414 -42.0844 27.4117 -119.768 -97.0693 969.014 -3684.87 -3231.01
2000 50.9469 -142.076 -59.4744 31.4111 -127.308 -105.682 1133.17 -3860.79 -3453.85
2010 44.944 -131.158 -68.9573 26.651 -131.396 -104.787 1018.93 -3934.52 -3366.15
2020 26.3103 -113.235 -68.6615 14.3987 -131.92 -93.8244 651.786 -3909.8 -2962.74
2030 -1.17314 -88.729 -54.5219 -2.43705 -128.166 -74.1461 112.553 -3773.68 -2273.6
2040 -29.9837 -61.2604 -25.0941 -20.0142 -118.751 -47.1555 -473.841 -3491.85 -1331.5
2050 -52.2954 -36.1187 16.507 -34.5912 -102.336 -13.3954 -973.933 -3026.93 -156.534
2060 -62.5525 -16.9233 65.6349 -43.3107 -79.1043 26.8695 -1280.48 -2369.65 1225.82
2070 -59.4354 -3.22534 118.56 -44.7248 -51.0399 72.4473 -1336.44 -1559.03 2752.76
2080 -45.579 7.59043 171.752 -38.7429 -21.7844 120.257 -1142.3 -693.329 4308.27
2090 -25.6845 17.822 223.039 -26.1905 3.46949 165.12 -741.417 68.4494 5729.18
2100 -3.33218 27.5997 270.391 -8.26929 19.3631 200.827 -187.566 547.014 6838.86
2110 22.2421 32.7363 309.599 13.8831 22.536 223.331 485.856 621.809 7515.9
2120 54.7753 28.2761 332.587 39.2006 13.4416 232.926 1268.4 292.99 7758.98
2130 95.6028 14.3615 335.257 66.654 -3.65368 233.352 2152.73 -304.307 7682.23
2140 141.79 -2.51591 324.026 95.5793 -21.537 228.688 3121.14 -924.707 7443.27
2150 187.699 -12.9154 311.886 125.54 -31.8588 221.714 4140.99 -1289.14 7165.48
2160 229.013 -8.06052 307.204 155.735 -28.8743 213.616 5165.78 -1206.82 6896.52
2170 262.967 18.4955 309.626 185.211 -11.9179 204.169 6151.48 -649.964 6608.04
2180 286.829 66.8582 312.327 213.58 16.1351 191.683 7079.41 286.74 6218.4
2190 299.411 129.243 307.143 241.186 52.4289 173.586 7950.73 1486.4 5630.63
2200 303.445 194.032 287.94 267.457 94.7548 147.692 8748.24 2857.71 4772.21
2210 304.185 252.864 252.825 289.893 140.172 112.862 9403.09 4306.67 3615.29
2220 305.367 300.901 205.474 304.261 183.844 69.8386 9802.73 5702.32 2181.18
2230 306.475 335.547 149.604 306.831 219.904 20.286 9846.53 6884.94 529.034
2240 303.113 355.965 89.6804 296.832 244.001 -33.7468 9512.31 7711.02 -1270.21
2250 289.301 359.907 28.3488 276.945 254.296 -90.6292 8879.26 8089.45 -3151.3
2260 264.449 345.485 -32.5967 251.312 251.048 -148.985 8074.29 7985.27 -5054.03
2270 235.051 314.083 -93.5835 222.644 235.087 -206.978 7193.52 7408.57 -6915.27
2280 208.633 270.283 -157.72 192.495 206.435 -261.76 6292.95 6392.69 -8667.27
2290 187.776 219.102 -228.356 162.438 165.461 -310.75 5412.62 4991.64 -10251.6
2300 168.619 162.543 -302.499 133.931 115.217 -353.134 4574.77 3326.82 -11646
2310 144.314 100.306 -372.565 107.874 62.2732 -390.427 3776.27 1609.53 -12872.9
2320 110.267 36.0959 -432.023 83.8681 13.7136 -424.571 2991.62 61.9871 -13962.5
2330 68.565 -20.439 -479.184 60.1662 -26.3047 -455.537 2177.35 -1179.6 -14903.5
2340 25.525 -60.8701 -512.768 34.5037 -57.008 -480.437 1288.69 -2084.21 -15624.8
2350 -13.6308 -84.0382 -529.136 5.47343 -79.126 -494.65 306.705 -2692.65 -16005
2360 -46.4771 -96.1021 -524.207 -26.6219 -94.1677 -492.849 -749.998 -3086.58 -15900.9
2370 -74.806 -106.19 -497.975 -60.0204 -104.422 -471.132 -1831.86 -3371.22 -15198.4
2380 -102.928 -122.873 -452.122 -91.5785 -112.594 -428.539 -2861.75 -3646.31 -13862.4
2390 -133.649 -149.686 -386.561 -117.899 -120.636 -367.272 -3747.74 -3963.6 -11940.9
2400 -164.851 -182.225 -302.236 -137.131 -129.508 -291.217 -4423.46 -4312.58 -9530.65
2410 -191.26 -210.836 -202.706 -149.254 -139.159 -204.708 -4875.01 -4643.43 -6759.35
2420 -209.28 -229.667 -92.6804 -155.316 -148.515 -112.884 -5130.33 -4897.68 -3789.01
2430 -217.709 -239.301 22.8398 -156.946 -155.752 -21.1546 -5229.97 -5035.3 -801.798
2440 -215.088 -242.305 136.553 -155.561 -159.737 65.6869 -5202.49 -5062.49 2036.4
2450 -200.732 -240.71 238.581 -152.078 -161.373 144.411 -5062.14 -5032.75 4603.7
2460 -178.067 -233.931 320.159 -146.746 -161.897 213.03 -4829.34 -4993.05 6822.58
2470 -155.003 -222.39 378.068 -139.946 -160.638 270.034 -4551.81 -4908.1 8642.36
2480 -137.542 -205.73 414.99 -132.372 -153.757 313.763 -4289.24 -4643.88 10022.3
2490 -126.039 -183.252 435.619 -125.08 -136.414 342.656 -4082.94 -4045.04 10934.6
2500 -118.384 -154.209 444.502 -119.354 -105.854 356.356 -3962.06 -3035.97 11389.2
2510 -113.204 -116 444.103 -116.795 -62.7863 356.403 -3955.83 -1650.73 11441.7
2520 -110.236 -65.0483 433.157 -118.613 -10.3931 345.768 -4078.48 12.2095 11169.4
2530 -109.135 -0.518958 408.421 -124.781 47.7211 327.725 -4311.26 1846.82 10645.7
2540 -109.147 72.631 369.165 -134.136 108.851 304.93 -4610.03 3766.83 9931.54
2550 -108.711 147.02 318.83 -144.996 171.15 278.881 -4921.18 5700.73 9076.5
2560 -107.148 217.834 263.434 -155.5 231.938 249.691 -5192.82 7565.98 8111.18
2570 -105.755 283.323 209.99 -163.958 286.806 216.708 -5391.63 9248.54 7042.35
2580 -107.735 339.942 162.869 -169.417 331.003 179.636 -5512.59 10617.2 5873.11
2590 -115.867 379.378 122.555 -171.325 360.721 139.97 -5562.1 11551.8 4627.29
2600 -128.894 395.992 86.3333 -169.354 373.229 100.341 -5531.51 11956.5 3349.9
2610 -139.564 391.837 51.2254 -163.416 366.933 63.2592 -5386.14 11783 2094.12
2620 -139.948 374.642 16.4593 -153.073 343.307 30.0461 -5072.19 11078 911.394
2630 -129.274 349.459 -15.4676 -137.42 307.777 0.952794 -4547.81 9999.22 -154.247
2640 -114.331 314.993 -40.9835 -116.269 267.581 -24.4052 -3832.48 8746.83 -1071.15
2650 -101.51 267.852 -59.9419 -91.6539 227.621 -46.0862 -3019.07 7456.61 -1820.8
2660 -91.1132 209.34 -76.9063 -67.0886 188.652 -63.4257 -2219.09 6161.51 -2395.6
2670 -78.7788 146.618 -95.3024 -45.7191 149.251 -75.4301 -1510.48 4839.48 -2787.6
2680 -61.7126 87.5501 -111.207 -29.4544 108.373 -81.0868 -935.263 3473.35 -2975.43
2690 -44.1356 36.0687 -116.479 -18.8689 66.1054 -80.1486 -516.208 2072.27 -2942.22
2700 -33.8674 -8.09685 -107.697 -13.6897 23.1337 -73.6617 -273.664 661.815 -2719.39
2710 -35.8711 -47.3613 -89.5224 -13.9312 -19.9895 -64.3398 -236.834 -724.199 -2405.8
2720 -48.9205 -82.6933 -72.4095 -20.1902 -62.0902 -55.589 -428.958 -2040.87 -2119.09
2730 -66.8044 -113.911 -62.8323 -32.3202 -101.166 -49.4069 -826.418 -3234.66 -1922.5
2740 -83.4344 -140.835 -61.0036 -48.0807 -134.946 -46.0523 -1338.38 -4251.58 -1803.18
2750 -95.4827 -163.934 -61.3269 -63.681 -161.263 -44.2364 -1846.45 -5050.96 -1702.05
2760 -102.422 -183.846 -57.3782 -76.2125 -179.366 -42.0745 -2264.65 -5621.46 -1553.91
2770 -105.465 -200.799 -45.3459 -84.8766 -190.411 -38.1441 -2570.46 -5991.7 -1328.19
2780 -108.338 -215.501 -27.9886 -90.8814 -196.846 -32.59 -2806.01 -6227.42 -1057.29
2790 -114.583 -230.145 -11.0911 -96.7594 -201.159 -26.8728 -3046.85 -6404.89 -817.853
2800 -123.246 -246.782 2.09754 -104.611 -205.214 -22.2794 -3345.72 -6583.96 -667.736
2810 -131.28 -265.332 11.8716 -114.154 -210.495 -18.6339 -3685.01 -6804.41 -592.172
2820 -136.742 -283.142 20.3158 -122.674 -218.074 -14.5314 -3983.36 -7079.78 -518.681
2830 -137.335 -296.963 29.9642 -126.734 -227.097 -8.807 -4139.91 -7367.9 -383.22
2840 -129.645 -305.677 40.8301 -123.331 -234.237 -1.59741 -4062.24 -7567.7 -172.069
2850 -110.451 -309.842 53.1889 -110.756 -235.411 6.15989 -3688.37 -7571.55 83.6879
