# Time-averaged data for fix 2
# TimeStep c_flux[1] c_flux[2] c_flux[3] c_flux[4] c_flux[5] c_flux[6] c_Ag_mom[1] c_Ag_mom[2] c_Ag_mom[3]
300 -340.081 -19.8312 -362.848 -286.471 -24.1223 -287.278 -9021.35 -1073.22 -9286.21
310 -338.13 -4.29443 -409.109 -290.606 -8.78654 -323.073 -9174.63 -570.319 -10524.1
320 -326.643 10.1138 -437.186 -283.222 0.271458 -345.442 -8982.25 -230.268 -11325.5
330 -305.975 19.5635 -439.847 -266.9 0.704852 -352.762 -8514.27 -113.753 -11616.9
340 -275.78 17.0951 -413.569 -245.426 -6.54994 -343.369 -7876.38 -224.307 -11342.7
350 -238.151 -2.81776 -361.643 -222.077 -18.5452 -316.585 -7164.42 -518.378 -10487
360 -196.539 -35.2271 -289.182 -199.001 -32.1738 -273.228 -6439.09 -924.346 -9096.4
370 -154.479 -67.654 -206.707 -176.978 -45.6247 -217.295 -5720.76 -1364.64 -7297.94
380 -114.781 -89.8117 -119.737 -155.745 -57.8947 -154.752 -5005 -1773.59 -5282.9
390 -80.066 -102.416 -32.4359 -135.382 -68.2058 -92.3783 -4299.8 -2107.84 -3251.29
400 -50.8276 -113.728 50.2247 -116.769 -75.6384 -34.9866 -3639.99 -2351.15 -1358.74
410 -27.1889 -129.892 119.758 -100.713 -79.6371 14.8275 -3065.75 -2506.1 297.258
420 -11.4465 -148.846 170.445 -87.3152 -80.276 56.3211 -2603.78 -2577.82 1667.63
430 -6.87715 -164.548 203.12 -76.6942 -78.6968 89.97 -2266.18 -2575.77 2753.08
440 -11.6636 -171.569 225.449 -69.3171 -75.8655 117.25 -2053.28 -2520.33 3608.26
450 -19.2434 -168.836 247.732 -66.3882 -72.836 140.354 -1960.12 -2430.7 4322.22
460 -24.8659 -159.963 275.038 -68.1529 -69.0277 161.298 -1979.28 -2307.85 4979.54
470 -31.6089 -151.31 303.562 -73.6775 -62.9362 181.333 -2097.2 -2127.46 5624.8
480 -45.5568 -146.439 324.998 -80.9564 -52.9614 200.272 -2298.64 -1856.44 6245.48
490 -67.282 -143.126 335.427 -88.9748 -39.5858 216.481 -2578.04 -1488.12 6783.38
500 -89.6746 -135.361 335.779 -98.2565 -24.857 227.463 -2933.06 -1054.27 7167.27
510 -105.362 -119.311 328.796 -108.844 -11.124 231.025 -3337.99 -606.555 7337.17
520 -115.247 -95.5717 314.436 -119.424 0.113383 226.066 -3724.53 -195.578 7245.18
530 -125.013 -67.7345 287.943 -126.947 9.11164 212.199 -3995.51 153.017 6852.84
540 -135.722 -39.7166 246.336 -128.582 17.5351 189.566 -4069.55 462.412 6141.69
550 -142.959 -12.6034 191.383 -123.598 27.9348 158.309 -3917.38 801.809 5125.65
560 -142.744 16.7958 128.979 -112.806 42.3861 119.183 -3559.92 1250.42 3854.86
570 -136.443 53.2855 63.2164 -97.6914 61.3482 74.4848 -3052.43 1847.46 2420.33
580 -127.006 97.6882 -2.76705 -80.2422 83.5976 28.4843 -2468.77 2560.73 954.906
590 -116.175 143.147 -64.1824 -62.3028 107.183 -13.3098 -1873.45 3305.32 -386.204
600 -104.319 180.176 -114.24 -45.2423 130.103 -46.4659 -1304.05 3989.79 -1467.19
610 -91.2093 205.079 -146.695 -29.7396 150.274 -68.7504 -787.031 4546.73 -2210.66
620 -79.1364 221.465 -159.974 -16.7684 165.156 -79.7858 -356.459 4937.56 -2595.55
630 -71.3586 236.508 -157.939 -7.22734 172.876 -79.9927 -47.4359 5146.17 -2623.82
640 -67.9589 252.028 -143.425 -1.87188 173.201 -70.0175 122.888 5175.01 -2306.09
650 -64.7897 261.039 -115.291 -0.542078 167.88 -50.9369 173.903 5045.78 -1676.05
660 -57.2222 254.769 -72.949 -1.4992 159.622 -24.9658 170.161 4797.84 -803.88
670 -42.9979 232.56 -21.163 -1.6273 149.943 5.10442 191.801 4471.47 204.001
680 -23.3078 201.3 28.0718 0.893628 137.925 35.9346 282.156 4069.61 1223.75
690 -0.0225587 167.028 66.9261 5.70215 120.526 64.3827 431.699 3529.59 2143.97
700 27.019 128.839 94.2184 11.5168 94.8694 87.3203 608.602 2752.05 2879.44
710 57.3857 80.3449 114.055 17.1797 59.8363 102.099 791.949 1675.06 3363.75
720 88.4908 17.2284 130.265 22.7076 16.935 107.277 984.317 320.241 3549.93
730 115.856 -57.163 139.506 29.153 -31.4313 102.933 1204.24 -1227.45 3432.39
740 134.594 -133.487 136.039 37.306 -83.0227 91.2133 1462.89 -2868.56 3063.44
750 140.346 -202.659 116.963 46.6599 -135.797 75.1282 1737.16 -4514.93 2542.19
760 131.396 -260.569 86.6117 55.0533 -187.161 57.6281 1967.41 -6090.56 1987.5
770 111.748 -308.032 54.5216 59.8971 -234.759 41.5665 2092.75 -7534.07 1506.05
780 89.738 -348.71 29.1698 59.7624 -276.527 29.3408 2089.99 -8800.58 1167.32
790 71.4293 -386.402 13.604 55.2792 -311.09 22.2956 1983.72 -9856.21 993.714
800 58.1484 -420.679 6.77358 49.1643 -337.92 20.435 1831.88 -10684.9 955.259
810 47.7593 -446.066 2.37826 44.5095 -358.019 21.5251 1704.11 -11301.1 967.877
820 39.7572 -457.783 -5.60437 43.6601 -372.419 21.8684 1657.91 -11734 918.707
830 36.6434 -457.865 -17.5299 47.0328 -381.03 18.1843 1717.73 -11990.3 719.785
840 42.2465 -452.386 -31.5146 53.0997 -382.444 9.01812 1867.81 -12042 351.17
850 57.0548 -443.855 -43.6727 59.4404 -375.425 -4.47426 2062.13 -11848.5 -138.248
860 75.6946 -427.997 -52.7389 64.4069 -360.235 -19.6692 2246.4 -11388.9 -660.576
870 90.1512 -399.712 -58.5616 67.9446 -337.965 -33.4264 2388.87 -10672.7 -1115.98
880 95.9032 -359.925 -62.0973 70.9909 -309.114 -42.8458 2485.94 -9723.59 -1417.3
890 92.3455 -315.474 -64.2127 73.2381 -273.727 -46.1353 2520.81 -8572.23 -1520.16
900 81.6112 -272.786 -65.8425 73.413 -232.519 -43.8655 2460.8 -7269.58 -1445.11
910 67.7374 -233.004 -65.4525 70.987 -187.877 -38.1434 2312 -5884.69 -1257.56
920 56.1701 -190.776 -63.6703 67.1712 -142.701 -30.9034 2140.99 -4480.12 -1012.24
930 50.7267 -139.621 -61.7634 64.6014 -98.9397 -22.528 2039.43 -3090.28 -724.362
940 48.191 -78.9396 -58.6391 65.8909 -56.7738 -12.7278 2072.71 -1715.82 -390.261
950 43.416 -15.3819 -51.3225 72.1268 -14.8574 -1.41728 2250.32 -339.778 -17.4345
960 36.7277 41.6435 -39.6921 81.8925 28.1064 10.6745 2531.64 1047.07 371.241
970 33.8884 87.5241 -24.2254 92.334 72.4108 22.8519 2848.53 2436.34 754.264
980 38.8677 124.634 -3.50116 100.709 116.95 35.359 3132.55 3801.37 1142.96
990 50.2333 160.807 25.5907 105.787 159.616 50.236 3341.74 5098.14 1606.84
1000 61.7302 202.262 64.6345 107.679 197.685 70.8396 3455.89 6276.55 2247.35
1010 66.4115 247.945 111.396 105.792 229.496 99.3287 3437.58 7292.6 3121.24
1020 60.5802 290.335 160.074 97.9705 254.051 133.982 3215.98 8106.18 4179.51
1030 44.2102 320.078 205.479 81.8014 270.768 169.444 2721.81 8681.25 5264.38
1040 18.5323 333.254 241.989 56.4557 279.788 198.737 1935.55 9002.55 6165.54
1050 -15.6588 332.432 262.937 23.4873 281.755 216.081 903.134 9086.54 6699.47
1060 -57.7135 324.404 263.251 -14.256 278.117 218.568 -289.321 8977.23 6764.67
1070 -104.908 314.436 241.742 -53.922 271.014 206.217 -1553.56 8740.77 6358.75
1080 -152.739 301.776 202.74 -93.4802 263.349 181.431 -2814.06 8455.5 5558.23
1090 -197.419 281.592 153.678 -130.896 257.203 147.449 -3999.14 8173.89 4475.04
1100 -237.199 252.931 104.082 -164.027 251.64 107.625 -5044.68 7877.19 3230.04
1110 -271.665 221.155 61.7185 -191.554 242.827 65.6743 -5917.45 7483.38 1955.25
1120 -300.522 192.882 30.7354 -213.026 226.903 25.854 -6615.8 6907.96 782.601
1130 -323.944 168.379 10.6074 -228.601 201.624 -7.98235 -7150.5 6105.53 -196.128
1140 -341.584 141.534 -4.10846 -238.669 166.678 -34.0131 -7535.02 5056.67 -962.594
1150 -351.15 104.639 -19.8675 -243.751 122.587 -52.969 -7776.98 3742.24 -1564.86
1160 -350.084 55.426 -40.6547 -244.754 70.3015 -67.4867 -7885.8 2165.56 -2070.3
1170 -339.374 -0.776529 -62.6174 -243.019 13.1496 -79.8943 -7892.98 408.653 -2523.14
1180 -324.395 -58.4681 -79.3768 -239.791 -43.1933 -91.8449 -7837.99 -1355.9 -2948.53
1190 -309.711 -114.763 -85.2554 -235.568 -91.7931 -104.044 -7736.17 -2915.72 -3363.93
1200 -296.027 -165.99 -81.1211 -230.098 -127.349 -116.126 -7573.72 -4097.17 -3765.01
1210 -282.012 -206.625 -73.5163 -223.577 -148.549 -126.244 -7341.65 -4815.93 -4117.63
1220 -266.765 -230.929 -71.6634 -217.025 -156.442 -132.237 -7070.99 -5074.51 -4361.01
1230 -253.935 -237.182 -75.7406 -212.612 -153.456 -131.647 -6834.49 -4938.06 -4406.89
1240 -250.33 -228.082 -76.1173 -211.912 -142.171 -122.606 -6711.74 -4511 -4163.18
1250 -259.379 -209.222 -61.1571 -214.574 -125.546 -104.575 -6725.2 -3917.03 -3585.06
1260 -277.531 -185.894 -28.1563 -218.228 -106.981 -78.7643 -6805.16 -3282.61 -2710.35
1270 -295.501 -162.202 14.886 -219.488 -90.2124 -47.5516 -6828.78 -2723.62 -1651.62
1280 -304.46 -142.336 55.0444 -215.965 -78.4392 -14.6941 -6694.49 -2329.74 -566.003
1290 -301.762 -130.255 85.349 -207.267 -73.079 14.4089 -6367.52 -2145.4 371.56
1300 -288.609 -128.678 105.723 -193.815 -73.572 33.6825 -5869.34 -2152.9 1004.64
1310 -267.87 -134.59 119.017 -176.299 -77.0977 39.7479 -5235.84 -2273.26 1249.73
1320 -241.545 -140.746 123.193 -154.918 -80.361 33.5823 -4496.95 -2400.73 1127.53
1330 -211.446 -139.257 113.302 -130.679 -80.9926 19.5583 -3695.9 -2450.25 733.388
1340 -179.854 -126.754 86.9167 -105.814 -77.998 2.26835 -2907.14 -2374.94 177.902
1350 -150.289 -105.42 48.4662 -83.2342 -70.7232 -15.5898 -2213.97 -2148.46 -445.115
1360 -126.924 -81.4959 9.92997 -64.2116 -58.1697 -32.3165 -1660.4 -1745.91 -1048.49
1370 -112.511 -59.667 -17.6194 -48.0419 -39.7771 -46.1293 -1224.32 -1153.94 -1536.76
1380 -104.547 -39.7948 -30.6453 -32.9663 -16.8459 -54.9663 -838.773 -404.551 -1830.91
1390 -95.2213 -18.0182 -34.2264 -17.3917 7.5307 -58.1046 -435.189 411.545 -1923.87
1400 -78.5528 6.7919 -36.6032 -0.266611 30.021 -57.5303 32.6845 1181.72 -1898.4
1410 -55.6233 31.7765 -42.8492 19.0501 48.7611 -56.816 584.598 1823.6 -1873.14
1420 -30.4493 53.2084 -52.4596 40.4982 63.6238 -58.7147 1207.68 2303.46 -1925.53
1430 -4.53151 70.2834 -62.1013 61.8989 74.9775 -63.2773 1848.79 2624.1 -2046.24
1440 25.1792 84.7578 -68.7651 79.7442 83.0143 -67.6081 2426.34 2810.71 -2150.39
1450 59.6677 97.4538 -71.5538 91.6058 87.6113 -68.3992 2871.83 2893.37 -2152.27
1460 91.2439 105.791 -71.4936 98.0466 88.1421 -65.1743 3166.6 2880.18 -2043.25
1470 108.263 107.112 -68.8985 101.639 83.4781 -59.937 3331.31 2743.37 -1883.45
1480 107.382 99.7843 -65.1943 103.616 72.382 -54.8099 3387.35 2429.98 -1724
1490 97.2751 81.7317 -60.3735 103.12 53.9227 -49.9758 3341.91 1883.95 -1560.5
1500 87.7819 49.995 -57.0201 98.8273 28.0258 -44.5957 3203.59 1076.45 -1363.61
1510 80.6696 2.93756 -60.1308 91.2685 -3.77864 -38.3434 3004.03 36.1935 -1135.42
1520 71.7076 -56.3711 -72.1264 83.2087 -38.9313 -32.1806 2800.8 -1150.48 -928.019
1530 59.3928 -118.467 -90.9324 77.399 -74.7844 -28.29 2655.89 -2375.1 -815.931
1540 49.0945 -173.103 -108.598 75.2965 -108.9 -28.49 2610.18 -3534.02 -846.492
1550 47.5247 -216.157 -115.912 76.4579 -138.279 -32.7301 2665.49 -4522.56 -999.994
1560 55.9703 -248.273 -108.7 79.1339 -159.148 -38.388 2782.58 -5234.96 -1184.78
1570 69.9894 -268.468 -89.7714 81.8006 -168.836 -41.0559 2898.3 -5589.12 -1271.46
1580 81.8594 -270.938 -65.2595 83.2818 -166.944 -36.868 2949.02 -5556.06 -1157.5
1590 86.4489 -250.808 -41.2178 82.5089 -155.441 -25.3646 2892.98 -5174.88 -833.025
1600 82.6272 -210.403 -19.3631 78.8281 -137.58 -10.337 2723.97 -4535.49 -401.317
1610 72.3478 -159.883 0.19813 72.01 -115.883 2.24238 2465.82 -3738.06 -25.4375
1620 59.1338 -112.38 15.4276 62.6758 -91.859 8.54244 2155.49 -2866.58 178.542
1630 45.1302 -75.0339 23.7722 51.8473 -66.7439 9.36028 1825.94 -1989.05 213.004
1640 30.601 -46.6095 24.6488 40.9688 -42.2112 8.28632 1495.77 -1163.61 170.132
1650 16.0472 -20.1547 21.4903 31.2202 -20.0799 8.73863 1175.39 -436.685 159.077
1660 4.90487 6.42839 20.2478 23.6753 -1.93515 12.5326 885.751 160.802 261.674
1670 2.68763 28.8648 26.167 19.4758 11.6202 19.9953 667.394 609.686 517.143
1680 12.0634 42.0645 39.434 19.5014 20.2332 30.8361 565.503 893.722 920.141
1690 31.7482 46.0443 55.9412 24.0047 23.6681 44.9926 605.023 1003.66 1434.24
1700 56.1832 44.3542 69.114 32.4114 22.6961 62.2789 786.772 952.695 2016.42
1710 81.5012 39.5132 77.464 44.5427 18.6485 81.9624 1101.24 775.082 2628.21
1720 106.335 33.2462 85.1566 59.2679 12.815 102.086 1524.68 514.544 3226.56
1730 131.902 27.614 98.3339 74.788 6.37553 119.833 2006.84 227.423 3754.71
1740 157.313 23.5501 117.487 88.9872 1.10706 132.714 2481.94 -7.56905 4153.14
1750 178.917 21.3866 135.957 100.143 -0.426366 140.074 2891.01 -96.1938 4386.41
1760 192.121 23.1781 145.981 107.668 3.68 142.79 3195.24 28.8026 4456.83
1770 193.975 33.1736 146.607 111.172 12.7266 141.524 3367.73 350.199 4387.58
1780 184.295 53.4452 143.38 109.707 24.0701 135.709 3360.81 772.856 4191.33
1790 164.203 80.4746 140.547 101.571 35.6883 124.124 3105.9 1202.54 3857.36
1800 135.684 107.641 132.533 85.1706 47.0251 105.828 2560.22 1600.11 3367.02
1810 101.379 129.461 113.156 60.6247 58.3649 81.5492 1750.03 1972.39 2716.23
1820 63.5213 144.066 78.8711 30.4149 69.7949 52.8956 781.038 2335.48 1927.93
1830 26.6712 151.602 33.1342 -0.706881 80.603 21.9323 -202.405 2686.88 1038.57
1840 -3.9241 153.794 -17.0835 -28.4216 89.9757 -9.88596 -1072.41 2997.56 73.6256
1850 -26.0817 151.395 -66.5208 -48.969 96.7688 -41.5296 -1731.11 3216.92 -939.692
1860 -41.1924 145.386 -113.671 -59.9043 99.9691 -71.5701 -2110.28 3300.54 -1948.19
1870 -48.182 138.439 -158.338 -61.1 99.3139 -98.3638 -2187.4 3251.15 -2886.6
1880 -41.6784 132.557 -200.049 -54.4963 95.811 -121.129 -1993.86 3121.44 -3711.78
1890 -17.5993 125.549 -236.198 -42.8856 91.0705 -140.312 -1596.04 2959.52 -4423.67
1900 20.2721 112.854 -264.087 -27.4113 85.2096 -157.493 -1055.26 2761.72 -5054.83
1910 61.9774 95.6875 -282.711 -7.8064 77.4337 -173.478 -409.906 2499.52 -5612.49
1920 97.6852 79.888 -292.186 15.7127 67.4997 -185.917 306.718 2171.21 -6029.43
1930 124.363 67.8872 -292.52 41.1393 56.2042 -191.208 1049.72 1797.16 -6202.13
1940 146.361 54.2839 -282.345 65.0957 44.1394 -187.393 1769.07 1377.04 -6071.36
1950 170.061 31.4499 -261.128 85.0314 30.4109 -175.213 2427.34 870.577 -5657.22
1960 196.117 -2.94291 -232.075 100.553 13.2405 -157.006 3001.87 229.058 -5034.56
1970 217.032 -43.4431 -199.129 112.556 -8.56856 -134.904 3471.48 -555.298 -4279.95
1980 226.001 -80.0713 -164.267 121.695 -33.9313 -109.573 3813.35 -1422.45 -3422.61
1990 225.633 -105.561 -127.161 127.627 -59.6326 -80.0472 4018.49 -2248.59 -2441.19
2000 225.321 -118.402 -88.2335 129.941 -80.4777 -45.3305 4108.44 -2880.64 -1316.04
2010 231.099 -121.198 -49.0438 129.589 -91.5171 -6.34118 4134.45 -3188.77 -81.3365
2020 241.404 -115.96 -10.7294 128.92 -90.4815 33.81 4152.65 -3117.14 1171.63
2030 250.606 -103.812 27.112 129.73 -79.0394 71.0177 4190.16 -2718.95 2327.79
2040 255.38 -87.1554 65.3103 131.88 -62.2117 101.504 4225.7 -2152.96 3286.92
2050 255.798 -68.0172 100.159 133.371 -46.0488 123.081 4209.37 -1604.19 3982.65
2060 253.882 -46.15 124.746 132.135 -33.4867 135.236 4107.41 -1164.57 4376.47
2070 251.781 -21.607 134.039 127.656 -22.4387 137.54 3920.16 -789.509 4442.77
2080 249.311 2.62129 130.549 120.461 -8.65784 129.276 3671.09 -361.214 4172.12
2090 244.068 24.1601 118.02 112.102 10.6195 110.819 3398.33 206.691 3602.97
2100 233.71 43.8222 99.4677 104.668 34.0189 85.4394 3148.22 896.953 2841.02
2110 217.101 64.4928 75.5166 99.1336 56.9509 58.0333 2943.25 1598.04 2026.56
2120 195.006 86.5329 48.7057 94.1571 74.729 33.4729 2751.65 2178.54 1290.77
2130 169.097 106.602 24.7245 86.6623 84.9913 15.2431 2496.16 2558.98 735.17
2140 140.222 119.151 10.2438 73.3235 88.0503 4.64581 2091.15 2733.16 409.994
2150 107.526 120.56 9.52531 52.9546 85.3375 0.830244 1491.61 2729.73 296.997
2160 69.3277 111.055 19.1278 27.2979 77.6245 1.82257 729.27 2563.52 327.915
2170 28.2959 93.7062 32.1854 -0.364957 65.4347 5.30621 -104.983 2242.3 415.054
2180 -7.66595 72.4015 42.6597 -27.4816 50.1919 8.37594 -910.111 1803.13 466.282
2190 -31.1719 51.6843 48.0033 -51.595 33.7718 8.21222 -1595.95 1304.08 408.613
2200 -43.3112 35.7609 49.1503 -70.1173 17.2269 3.27815 -2095.25 785.589 210.66
2210 -51.5629 25.3354 48.1094 -81.4025 0.707858 -6.81949 -2392.47 258.816 -124.757
2220 -61.4289 16.776 44.9023 -86.43 -15.1664 -21.4734 -2538.87 -263.202 -575.376
2230 -72.2147 5.72057 37.6622 -88.5184 -27.8836 -38.7129 -2625.61 -725.239 -1102.06
2240 -81.2715 -8.52883 23.5161 -91.2031 -34.1734 -55.9931 -2728.09 -1035.1 -1656.64
2250 -89.6225 -21.3015 2.15735 -95.5588 -32.4644 -71.9975 -2865.44 -1120.57 -2200.94
2260 -100.976 -24.7991 -19.2852 -100.109 -24.3942 -86.7585 -3010.98 -984.551 -2712.72
2270 -115.425 -14.9533 -33.2005 -103.263 -14.2849 -100.523 -3136.17 -717.153 -3164.18
2280 -129.314 2.51889 -36.836 -104.501 -6.53698 -112.016 -3234.34 -455.473 -3507.32
2290 -140.024 16.1855 -34.4005 -103.728 -3.3603 -119.129 -3295.64 -316.847 -3694.49
2300 -147.951 18.3192 -33.6763 -99.9893 -5.00207 -120.113 -3275.34 -352.82 -3700.41
2310 -154.042 11.0091 -37.9481 -92.192 -10.6731 -114.014 -3108.05 -545.926 -3521.73
2320 -157.105 1.95755 -46.0541 -79.6389 -19.3251 -102.047 -2752.86 -837.293 -3186.66
2330 -155.308 -2.82251 -54.3114 -62.9609 -29.5036 -87.8702 -2222.55 -1155.42 -2775.94
2340 -147.232 -2.11066 -59.8346 -43.798 -39.0971 -76.0311 -1575.91 -1427.14 -2407.92
2350 -131.061 1.80147 -64.2262 -23.6409 -45.8013 -69.8002 -875.577 -1583.06 -2185.15
2360 -105.752 7.63947 -71.2094 -2.33933 -47.5831 -69.9241 -130.778 -1575.24 -2160.33
2370 -71.3661 15.6012 -84.4563 22.4896 -43.9668 -75.6117 723.49 -1403.01 -2338.46
2380 -28.9953 25.2353 -104.423 53.6495 -36.0185 -85.2536 1768.81 -1117.08 -2675.79
2390 18.0407 35.4412 -126.075 91.2958 -25.6348 -96.1522 3011.2 -787.734 -3073.56
2400 64.1 46.4236 -142.407 132.408 -14.8501 -104.798 4352.9 -472.339 -3395.73
2410 103.511 61.1322 -149.599 172.37 -5.78704 -107.991 5649.6 -206.04 -3518.45
2420 135.395 82.4008 -146.309 206.997 0.586611 -103.879 6776.84 0.262908 -3382.54
2430 162.617 107.608 -133.141 233.571 4.80217 -92.6318 7651.66 154.254 -3007.76
2440 185.609 129.515 -114.24 250.874 7.97588 -76.1389 8223.5 258.371 -2469.24
2450 199.703 141.776 -94.2298 258.819 10.5601 -57.3109 8465.92 302.326 -1867.02
2460 199.365 143.029 -76.6286 258.04 12.4178 -39.4417 8381.6 285.336 -1292.58
2470 184.508 137.22 -62.7651 249.038 13.1515 -24.6332 8002.17 218.353 -796.948
2480 161.785 129.532 -52.5401 231.789 11.8069 -12.9345 7369.93 106.526 -382.525
2490 137.989 122.529 -45.7667 205.682 7.5351 -2.54477 6518.65 -52.5689 -14.3262
2500 114.393 115.762 -42.4775 171.381 -0.0279292 8.72042 5478.62 -269.454 355.663
2510 86.2526 106.98 -38.7445 131.083 -10.9769 21.5938 4293.24 -559.858 745.493
2520 47.5345 94.8274 -29.2125 87.5669 -24.7396 33.7252 3000.56 -926.699 1110.98
2530 -6.04892 79.4945 -11.03 41.9291 -40.0434 41.1091 1596.83 -1354.69 1357.48
2540 -74.1293 62.056 12.339 -7.21102 -55.7492 41.1676 40.673 -1819.29 1405.28
2550 -150.369 44.7392 32.6539 -61.5665 -70.6217 34.704 -1702.11 -2282.78 1255.38
2560 -226.519 30.2864 42.5308 -121.467 -82.9045 25.3991 -3614.1 -2685.77 992.337
2570 -297.158 20.0134 40.6692 -183.911 -90.6186 17.4103 -5607.11 -2960.96 737.069
2580 -360.264 12.3714 30.7738 -243.593 -92.5753 13.1725 -7537.61 -3059.35 590.479
2590 -414.577 5.37633 19.678 -295.28 -87.8092 12.8511 -9250.62 -2960.8 596.248
2600 -455.967 0.380037 14.936 -335.167 -77.1498 15.42 -10612 -2678.44 742.703
2610 -478.156 2.90712 19.8004 -360.48 -62.9578 20.3835 -11513.1 -2256.9 996.005
2620 -477.121 17.2046 32.0411 -370.019 -47.6359 28.6392 -11888.4 -1743.23 1328.26
2630 -454.331 41.031 43.788 -364.267 -31.6857 40.5003 -11747 -1162.66 1706.17
2640 -419.008 67.531 49.644 -345.471 -14.4022 53.6407 -11171.8 -531.203 2062.66
2650 -381.944 90.6121 51.8725 -317.004 4.53634 64.0508 -10285.6 122.443 2311.72
2660 -348.109 108.664 54.7568 -283.1 23.8164 68.1573 -9226.1 737.997 2391.2
2670 -315.965 123.619 58.464 -248.779 40.0476 64.6824 -8136.77 1223.07 2268.89
2680 -282.649 137.59 54.7744 -218.752 49.6201 53.7404 -7153.64 1501.42 1911.37
2690 -249.22 150.478 34.742 -196.157 51.4169 35.2486 -6375.43 1565.24 1272.39
2700 -221.833 157.339 -3.05386 -181.412 47.2862 9.05636 -5833.49 1466.74 343.046
2710 -206.609 152.204 -52.9449 -172.87 40.3865 -22.8256 -5498.37 1269.02 -780.065
2720 -204.356 134.878 -105.965 -168.527 33.0864 -54.648 -5316.57 1014.79 -1885.6
2730 -210.42 112.073 -154.603 -166.803 25.8968 -79.2919 -5238.99 719.889 -2731.59
2740 -216.964 90.9673 -190.183 -166.449 17.5803 -92.1534 -5217.66 376.168 -3170.78
2750 -215.796 73.9003 -206.87 -165.575 6.80371 -93.7292 -5177.38 -31.5211 -3202.52
2760 -202.35 55.9099 -198.55 -161.072 -6.62682 -87.0942 -5009.3 -497.043 -2922.63
2770 -177.824 31.6735 -166.077 -149.49 -21.0092 -75.1673 -4604.08 -974.468 -2438.99
2780 -146.088 1.13504 -118.524 -128.417 -33.759 -58.6261 -3894.66 -1387.98 -1817.54
2790 -107.756 -29.3687 -69.6454 -97.8671 -42.9057 -36.873 -2894.9 -1676.55 -1086.13
2800 -61.0359 -51.2944 -29.3351 -61.2347 -48.6725 -10.4767 -1706.72 -1844.48 -267.846
2810 -7.18162 -60.571 0.697279 -23.1979 -53.1724 18.2429 -467.236 -1962.29 594.056
2820 45.5092 -60.3554 24.5382 13.1029 -58.7928 45.6996 719.389 -2118.62 1422.13
2830 87.3209 -57.4337 45.3742 46.9121 -67.1431 67.7134 1807.68 -2381.31 2112.91
2840 116.3 -57.1624 63.6745 78.504 -78.8726 81.382 2798.21 -2778.32 2580.53
