# Time-averaged data for fix Ave
# TimeStep v_HAg v_HTe
4070 0.0151996 -4.5685
4080 0.0144334 -4.56641
4090 0.0143216 -4.56159
4100 0.0147858 -4.55566
4110 0.0155993 -4.55072
4120 0.0164224 -4.54827
4130 0.0167579 -4.54848
4140 0.0161947 -4.55135
4150 0.0147362 -4.55562
4160 0.0128113 -4.56005
4170 0.0109575 -4.56381
4180 0.00960021 -4.5661
4190 0.00897414 -4.56614
4200 0.00911318 -4.56364
4210 0.00981837 -4.55926
4220 0.0106782 -4.55516
4230 0.0113279 -4.55319
4240 0.0116532 -4.55352
4250 0.0117533 -4.55549
4260 0.0118156 -4.55769
4270 0.0120414 -4.55972
4280 0.0125712 -4.56087
4290 0.0133757 -4.56099
4300 0.0142993 -4.56056
4310 0.0152982 -4.55968
4320 0.0164847 -4.55989
4330 0.0179102 -4.56142
4340 0.0194188 -4.56401
4350 0.0208091 -4.56595
4360 0.021904 -4.56604
4370 0.0225594 -4.56428
4380 0.0227004 -4.56183
4390 0.0223939 -4.56093
4400 0.021808 -4.56238
4410 0.0210982 -4.56531
4420 0.0202993 -4.56739
4430 0.0193949 -4.56647
4440 0.0184175 -4.56195
4450 0.0174269 -4.55593
4460 0.0164174 -4.55204
4470 0.0154001 -4.55272
4480 0.0145108 -4.55782
4490 0.0139906 -4.56435
4500 0.0140421 -4.56917
4510 0.0146689 -4.57011
4520 0.015732 -4.56713
4530 0.0171044 -4.56161
4540 0.018657 -4.55587
4550 0.0201551 -4.55175
4560 0.0212946 -4.55052
4570 0.0219186 -4.55159
4580 0.0220889 -4.55261
4590 0.0219335 -4.55282
4600 0.0214527 -4.55216
4610 0.0206513 -4.55147
4620 0.019676 -4.55174
4630 0.0187685 -4.55243
4640 0.0180107 -4.55275
4650 0.0173042 -4.5522
4660 0.0164619 -4.55201
4670 0.0153563 -4.55288
4680 0.0140682 -4.55486
4690 0.012893 -4.55713
4700 0.0121586 -4.55771
4710 0.0120269 -4.55598
4720 0.0124185 -4.55231
4730 0.013041 -4.54893
4740 0.0135849 -4.54745
4750 0.0138658 -4.54899
4760 0.0138901 -4.55255
4770 0.0138532 -4.55669
4780 0.0140383 -4.55985
4790 0.0146817 -4.56186
4800 0.0158117 -4.56223
4810 0.017152 -4.56138
4820 0.0182334 -4.55989
4830 0.018707 -4.55812
4840 0.0185369 -4.55662
4850 0.0178493 -4.55588
4860 0.0167281 -4.55702
4870 0.0152598 -4.55981
4880 0.0136474 -4.56281
4890 0.0122387 -4.56366
4900 0.0113915 -4.5623
4910 0.0112764 -4.55986
4920 0.0118193 -4.55879
4930 0.012752 -4.56063
4940 0.0138388 -4.5648
4950 0.0150637 -4.56931
4960 0.0165437 -4.57157
4970 0.0183018 -4.57073
4980 0.0200912 -4.56747
4990 0.0215222 -4.56401
5000 0.0222871 -4.56166
5010 0.0222945 -4.56092
5020 0.0216907 -4.561
5030 0.0208016 -4.56098
5040 0.0199423 -4.56071
5050 0.0192971 -4.56065
5060 0.0189725 -4.56135
5070 0.0190215 -4.56224
5080 0.0194046 -4.56344
5090 0.0199978 -4.56476
5100 0.0206444 -4.56573
5110 0.0211346 -4.56593
5120 0.0211878 -4.56584
5130 0.0205565 -4.56514
5140 0.0192922 -4.56389
5150 0.0178221 -4.56108
5160 0.0166454 -4.55683
5170 0.0159443 -4.55241
5180 0.0155577 -4.54934
5190 0.0153243 -4.54853
5200 0.0152794 -4.55034
5210 0.0154511 -4.55368
5220 0.0157119 -4.55757
5230 0.015845 -4.56039
5240 0.0157188 -4.56014
5250 0.0153877 -4.55551
5260 0.0150254 -4.54735
5270 0.0147311 -4.53832
5280 0.0144552 -4.53303
5290 0.0141001 -4.53363
5300 0.0136253 -4.53968
5310 0.0130792 -4.54782
5320 0.0125326 -4.5537
5330 0.0121155 -4.55497
5340 0.0119737 -4.55242
5350 0.0120471 -4.54856
5360 0.0122297 -4.54567
5370 0.0125456 -4.54428
5380 0.0131227 -4.54403
5390 0.0140297 -4.54423
5400 0.0151053 -4.54413
5410 0.016021 -4.54371
5420 0.0164728 -4.54363
5430 0.0163368 -4.54546
5440 0.015708 -4.5502
5450 0.0148795 -4.55741
5460 0.0142148 -4.5648
5470 0.0139298 -4.569
5480 0.0140197 -4.56711
5490 0.0143083 -4.56
5500 0.0145627 -4.55064
5510 0.0146134 -4.54345
5520 0.0144049 -4.54151
5530 0.0140472 -4.54486
5540 0.0138386 -4.55145
5550 0.0140888 -4.55784
5560 0.0148723 -4.56191
5570 0.0159493 -4.5633
5580 0.0168642 -4.56287
5590 0.0171993 -4.5624
5600 0.0168176 -4.56251
5610 0.0159086 -4.56293
5620 0.0147716 -4.56312
5630 0.0136379 -4.56213
5640 0.012621 -4.55991
5650 0.0117796 -4.55727
5660 0.0111863 -4.55579
5670 0.0109018 -4.55656
5680 0.0109364 -4.55956
5690 0.0113197 -4.56267
5700 0.0121148 -4.56393
5710 0.0133376 -4.56203
5720 0.0149215 -4.55764
5730 0.0167079 -4.55279
5740 0.0184673 -4.55027
5750 0.0199879 -4.55049
5760 0.0211246 -4.55245
5770 0.0217518 -4.5542
5780 0.0217444 -4.55394
5790 0.020985 -4.55118
5800 0.0193666 -4.54735
5810 0.0169167 -4.54424
5820 0.0139273 -4.5433
5830 0.0108874 -4.54467
5840 0.00828082 -4.54739
5850 0.00645442 -4.54978
5860 0.00552422 -4.55104
5870 0.00536056 -4.55019
5880 0.00567016 -4.54749
5890 0.00623304 -4.54444
5900 0.00707613 -4.54266
5910 0.00825032 -4.54251
5920 0.00962936 -4.54478
5930 0.0110746 -4.54821
5940 0.0125696 -4.55158
5950 0.0141338 -4.55358
5960 0.0156009 -4.55312
5970 0.016675 -4.55002
5980 0.0171083 -4.54488
5990 0.0167231 -4.54
6000 0.0154487 -4.53758
6010 0.0134625 -4.53923
6020 0.0112352 -4.54472
6030 0.00935432 -4.55175
6040 0.00831303 -4.55706
6050 0.00831848 -4.5584
6060 0.00920222 -4.55555
6070 0.0104972 -4.55102
6080 0.0116693 -4.54812
6090 0.0123823 -4.5486
6100 0.0125089 -4.55191
6110 0.0120305 -4.55665
6120 0.0110987 -4.56073
6130 0.01004 -4.56213
6140 0.00915468 -4.56119
6150 0.00857812 -4.55904
6160 0.00837244 -4.55768
6170 0.00866529 -4.55698
6180 0.00958847 -4.55615
6190 0.0111137 -4.55465
6200 0.0129744 -4.55284
6210 0.0147327 -4.55097
6220 0.0160137 -4.55078
6230 0.0166847 -4.55273
6240 0.0167383 -4.55649
6250 0.0163211 -4.56039
6260 0.0156492 -4.5629
6270 0.0148716 -4.5636
6280 0.0141677 -4.56258
6290 0.0137128 -4.56005
6300 0.0135148 -4.55729
6310 0.0133908 -4.55624
6320 0.0131537 -4.55761
6330 0.0128012 -4.56118
6340 0.0124977 -4.56517
6350 0.012478 -4.56709
6360 0.0129573 -4.56628
6370 0.014042 -4.5629
6380 0.0156012 -4.55859
6390 0.0173168 -4.55513
6400 0.01882 -4.55329
6410 0.0198702 -4.55281
6420 0.0203858 -4.55425
6430 0.0203729 -4.55766
6440 0.0198526 -4.56279
6450 0.0189792 -4.56817
6460 0.0180853 -4.57097
6470 0.017418 -4.56991
6480 0.0168749 -4.56525
6490 0.0160485 -4.55958
6500 0.0146856 -4.55596
6510 0.013015 -4.55586
6520 0.0116274 -4.55864
6530 0.0110165 -4.5614
6540 0.0112595 -4.56195
6550 0.0121276 -4.55908
6560 0.0133254 -4.55321
6570 0.014519 -4.54759
6580 0.0153715 -4.54511
6590 0.0156379 -4.54802
6600 0.0153152 -4.55563
6610 0.0146743 -4.56388
6620 0.0140997 -4.56906
6630 0.0138125 -4.56922
6640 0.0137651 -4.56417
6650 0.0137409 -4.557
6660 0.0134966 -4.55213
6670 0.0129413 -4.5526
6680 0.012217 -4.5576
6690 0.0117102 -4.56388
6700 0.0118258 -4.5671
6710 0.0127022 -4.56556
6720 0.0140725 -4.56049
6730 0.0154215 -4.55501
6740 0.0162836 -4.55214
6750 0.0165287 -4.5526
6760 0.0163513 -4.55547
6770 0.0161005 -4.55874
6780 0.0160195 -4.56123
6790 0.0160777 -4.56256
6800 0.0161575 -4.56288
6810 0.0162129 -4.56249
6820 0.0162685 -4.56163
6830 0.016409 -4.56048
6840 0.016725 -4.56012
6850 0.0172472 -4.56106
6860 0.0179638 -4.56302
6870 0.0188332 -4.56514
6880 0.0197272 -4.56643
6890 0.0204661 -4.56597
6900 0.0209586 -4.56441
6910 0.0212134 -4.56277
6920 0.0212495 -4.56215
6930 0.021125 -4.56311
6940 0.0210455 -4.56446
6950 0.0212361 -4.56475
6960 0.0215662 -4.56339
6970 0.0215152 -4.56092
6980 0.0206378 -4.55789
6990 0.0189166 -4.55478
7000 0.0167225 -4.55264
7010 0.0146595 -4.55272
7020 0.0132999 -4.55476
7030 0.0129555 -4.55865
7040 0.0136722 -4.56266
7050 0.0152793 -4.56396
7060 0.01732 -4.56167
7070 0.0191317 -4.55704
7080 0.0202652 -4.55342
7090 0.0207822 -4.55314
7100 0.0209154 -4.55651
7110 0.0207724 -4.56301
7120 0.0203793 -4.5707
7130 0.0198175 -4.5773
7140 0.019341 -4.58009
7150 0.0192856 -4.57791
7160 0.0198222 -4.57211
7170 0.0208307 -4.56549
7180 0.0219472 -4.56076
7190 0.0227412 -4.55983
7200 0.0228801 -4.56247
7210 0.0223301 -4.56671
7220 0.0213582 -4.56952
7230 0.0203153 -4.569
7240 0.0194097 -4.56626
7250 0.0186979 -4.56346
7260 0.0181613 -4.56253
7270 0.0177004 -4.56389
7280 0.0171873 -4.56589
7290 0.0165345 -4.56654
7300 0.0156719 -4.56495
7310 0.0145092 -4.56276
7320 0.0130617 -4.56173
7330 0.0116126 -4.56222
7340 0.0106146 -4.56282
7350 0.0104432 -4.56167
7360 0.0111713 -4.55805
7370 0.0125882 -4.55361
7380 0.0143674 -4.55013
7390 0.0162295 -4.54803
7400 0.0180077 -4.54721
7410 0.0196013 -4.54693
7420 0.0208935 -4.54716
7430 0.0217238 -4.54794
7440 0.022026 -4.54923
7450 0.0219321 -4.55058
7460 0.0217322 -4.55125
7470 0.0216209 -4.5515
7480 0.0214632 -4.55186
7490 0.0210147 -4.55283
7500 0.0202348 -4.55448
7510 0.0193111 -4.55582
7520 0.018433 -4.55562
7530 0.0176845 -4.55375
7540 0.017023 -4.55094
7550 0.016368 -4.54883
7560 0.0157457 -4.54809
7570 0.0152746 -4.54868
7580 0.0150592 -4.55036
7590 0.014979 -4.55251
7600 0.0148229 -4.55451
7610 0.0146693 -4.55587
7620 0.0147081 -4.55626
7630 0.015006 -4.55529
7640 0.0154897 -4.55396
7650 0.0159978 -4.55302
7660 0.0163202 -4.55347
7670 0.0162846 -4.55565
7680 0.0158798 -4.55906
7690 0.015327 -4.56183
7700 0.014942 -4.56347
7710 0.014872 -4.56372
7720 0.0150661 -4.56266
7730 0.0154045 -4.56125
7740 0.0157564 -4.56007
7750 0.015924 -4.55882
7760 0.0157082 -4.557
7770 0.015077 -4.55367
7780 0.0142132 -4.54928
7790 0.0133287 -4.54511
7800 0.0126402 -4.54269
7810 0.0123537 -4.54276
7820 0.0125607 -4.54455
7830 0.013144 -4.5468
7840 0.0138558 -4.54839
7850 0.0144795 -4.54828
7860 0.0149274 -4.54599
7870 0.0152364 -4.5423
7880 0.0154339 -4.53859
7890 0.0154005 -4.53648
7900 0.0149899 -4.53787
7910 0.0142458 -4.54237
7920 0.0134598 -4.5476
7930 0.0130324 -4.55119
7940 0.0132231 -4.55156
7950 0.0139892 -4.54962
7960 0.0150599 -4.54728
7970 0.0161942 -4.54656
7980 0.0173567 -4.54764
7990 0.0186374 -4.54976
8000 0.0199955 -4.55111
8010 0.021181 -4.55157
8020 0.0219328 -4.55195
8030 0.0221103 -4.55426
8040 0.0217476 -4.55874
8050 0.0210641 -4.56385
8060 0.0204168 -4.56697
8070 0.0200363 -4.5661
8080 0.0198689 -4.56157
8090 0.0197393 -4.55574
8100 0.0195859 -4.55147
8110 0.0195018 -4.55059
8120 0.0195715 -4.55387
8130 0.0197642 -4.55895
8140 0.0199657 -4.56327
8150 0.0201258 -4.56498
8160 0.0202524 -4.5641
8170 0.0203151 -4.56259
8180 0.0202164 -4.56196
8190 0.0198722 -4.56295
8200 0.0193586 -4.56529
8210 0.0189863 -4.56818
8220 0.0191333 -4.57082
8230 0.0199241 -4.57284
8240 0.0210148 -4.57471
8250 0.0218093 -4.5765
8260 0.021941 -4.57856
8270 0.0214908 -4.57996
8280 0.0207747 -4.57995
8290 0.0200771 -4.57785
8300 0.0195183 -4.57458
8310 0.0190125 -4.57084
8320 0.0183461 -4.5679
8330 0.0173424 -4.56631
8340 0.0160623 -4.56597
8350 0.014806 -4.56629
8360 0.0139411 -4.56625
8370 0.013637 -4.5655
8380 0.0138143 -4.56358
8390 0.0142969 -4.56075
8400 0.0149807 -4.55804
8410 0.0158239 -4.55605
8420 0.0168027 -4.55518
8430 0.0178734 -4.55512
8440 0.0189535 -4.5557
8450 0.0199241 -4.55687
8460 0.0207606 -4.55833
8470 0.0215172 -4.55964
8480 0.022156 -4.56002
8490 0.0224712 -4.55982
8500 0.0222431 -4.55915
8510 0.0215111 -4.5577
8520 0.0205523 -4.55516
8530 0.019712 -4.55227
8540 0.0192766 -4.55
8550 0.0193509 -4.54957
8560 0.019846 -4.55136
8570 0.0205573 -4.55504
8580 0.0212408 -4.55905
8590 0.0216681 -4.56264
8600 0.021686 -4.5652
8610 0.0211738 -4.56691
8620 0.020146 -4.5677
8630 0.0187793 -4.56746
8640 0.0172685 -4.566
8650 0.0156749 -4.56437
8660 0.0139884 -4.56413
8670 0.0122659 -4.56597
8680 0.0106037 -4.56917
8690 0.00914348 -4.57134
8700 0.00810747 -4.5707
8710 0.00769742 -4.56623
8720 0.00794367 -4.55874
8730 0.00870387 -4.54986
8740 0.00971944 -4.54216
8750 0.0106738 -4.53833
8760 0.0113739 -4.53965
8770 0.0119141 -4.54497
8780 0.0125365 -4.55103
8790 0.0134298 -4.55439
8800 0.0146368 -4.55367
8810 0.0159334 -4.55065
8820 0.0169173 -4.54799
8830 0.0173775 -4.54782
8840 0.0174806 -4.54997
8850 0.0176494 -4.55347
8860 0.0182526 -4.55695
8870 0.019293 -4.55904
8880 0.0203912 -4.55905
8890 0.0210275 -4.55763
8900 0.0208788 -4.55666
8910 0.0199808 -4.55748
8920 0.018692 -4.56003
8930 0.0175613 -4.5632
8940 0.0170908 -4.56486
8950 0.0174973 -4.5639
8960 0.0185846 -4.56094
8970 0.0199215 -4.55789
8980 0.0211315 -4.55709
8990 0.0220151 -4.55967
9000 0.0225043 -4.56401
9010 0.0226616 -4.56703
9020 0.0226095 -4.56599
9030 0.0223422 -4.56106
9040 0.0216947 -4.55545
9050 0.020513 -4.55257
9060 0.0188863 -4.55352
9070 0.0171211 -4.55779
9080 0.0155638 -4.56264
9090 0.0144739 -4.56563
9100 0.0139237 -4.56518
9110 0.0137892 -4.56192
9120 0.0138132 -4.55796
9130 0.0137577 -4.55567
9140 0.0134552 -4.55604
9150 0.0129135 -4.55836
9160 0.0123345 -4.56155
9170 0.012007 -4.56419
9180 0.0121273 -4.5652
9190 0.0127254 -4.56479
9200 0.0137394 -4.56337
9210 0.0150112 -4.56177
9220 0.0162834 -4.56094
9230 0.0172906 -4.56103
9240 0.017892 -4.56214
9250 0.0182246 -4.56345
9260 0.0186341 -4.56316
9270 0.0193908 -4.55924
9280 0.0204288 -4.55177
9290 0.0213297 -4.54308
9300 0.0214995 -4.5377
9310 0.0205784 -4.53912
9320 0.0187605 -4.54648
9330 0.0166898 -4.55607
9340 0.0150026 -4.5627
9350 0.0139265 -4.56413
9360 0.0133268 -4.56119
9370 0.0130214 -4.55648
9380 0.0130214 -4.55286
9390 0.0134078 -4.55134
9400 0.0141041 -4.55172
9410 0.0149026 -4.55262
