# Time-averaged data for fix 2
# TimeStep c_flux[1] c_flux[2] c_flux[3] c_flux[4] c_flux[5] c_flux[6] c_Ag_mom[1] c_Ag_mom[2] c_Ag_mom[3]
640 -219.827 -65.0852 -54.1244 -206.382 -81.5474 -33.5779 -6639.59 -2751.78 -1136.08
650 -215.392 -44.1658 7.48117 -199.462 -49.4311 8.82816 -6452.78 -1731.83 253.243
660 -200.934 -15.0584 60.9899 -184.141 -12.9542 45.8305 -5976.9 -545.339 1469.08
670 -174.126 20.0816 100.877 -161.949 25.5314 77.585 -5256.43 732.761 2492.99
680 -135.416 58.3953 126.321 -133.606 63.0715 102.818 -4330.7 1998.86 3282.29
690 -87.8529 97.4893 141.077 -98.9996 96.3709 118.393 -3219.77 3136.62 3759.18
700 -35.309 133.961 148.347 -57.5524 122.614 121.381 -1924.82 4045.72 3854.8
710 19.3394 163.878 147.847 -9.75171 140.781 111.644 -447.311 4669.69 3566.3
720 77.3197 183.32 135.615 42.3943 151.137 92.1473 1182.02 5001.04 2969.74
730 141.524 189.893 109.276 95.8373 153.895 67.3656 2891.79 5055.25 2186.5
740 210.203 184.977 74.7549 147.538 148.904 41.4761 4590.61 4848.15 1339.08
750 274.747 171.941 42.4075 195.928 135.938 17.075 6187.41 4405.66 534.357
760 324.146 153.055 22.3382 239.302 116.155 -3.81361 7588.65 3786.68 -132.306
770 352.963 127.854 17.8951 274.836 92.7216 -19.6229 8698.6 3081.89 -603.72
780 364.101 96.2725 24.3362 299.335 69.5058 -30.4401 9439.04 2388.04 -905.59
790 363.909 63.2426 31.0136 310.662 49.7096 -38.3584 9771.11 1787.5 -1133.95
800 357.072 36.8115 27.4343 308.811 35.1716 -45.7497 9706.16 1339.41 -1385.22
810 345.405 23.1168 9.44903 296.045 26.4221 -53.8519 9305.7 1073.91 -1699.44
820 328.583 24.2657 -17.0517 276.169 23.235 -63.0754 8676.98 992.417 -2063.18
830 306.594 39.0804 -40.6801 253.81 24.7172 -73.6854 7964.41 1071.87 -2445.67
840 282.908 62.5891 -54.3908 233.299 29.6068 -85.1406 7311.42 1260.38 -2812.72
850 262.653 86.1478 -58.6252 216.51 35.8208 -95.4828 6797.89 1470.26 -3121.7
860 249.711 101.48 -57.0596 202.506 40.4571 -101.589 6407.56 1590.42 -3307.67
870 241.379 104.413 -52.1429 189.095 40.4396 -99.9099 6060.29 1523.79 -3277.34
880 229.794 94.8153 -44.1713 174.705 33.5384 -88.5532 5676.19 1223.6 -2963.81
890 210.258 75.1196 -31.4842 158.842 18.9332 -69.2685 5205.26 696.033 -2399.31
900 184.787 47.3227 -13.181 140.575 -2.59652 -46.7344 4617.06 -24.0646 -1698.51
910 159.306 11.6984 8.8312 118.911 -29.0869 -24.8972 3899.45 -891.464 -972.366
920 138.288 -31.4021 31.5135 93.9424 -58.1381 -5.01378 3079.35 -1854.84 -271.657
930 121.265 -77.7291 52.8329 67.6119 -88.0384 13.638 2229.64 -2861.17 400.064
940 103.275 -121.685 70.3158 43.0227 -118.017 31.8246 1439.87 -3856.17 1039.66
950 79.4083 -159.185 80.3511 22.4389 -146.86 49.0504 769.211 -4780.39 1617.47
960 49.4002 -188.839 82.2256 5.73364 -173.114 63.4797 211.219 -5579.53 2084.23
970 17.3224 -211.274 80.8934 -9.45917 -195.145 72.7281 -302.966 -6219.71 2395.28
980 -11.9335 -227.416 81.7962 -26.0828 -211.351 75.837 -859.222 -6682.05 2539.44
990 -36.896 -235.602 82.1405 -45.6539 -220.326 73.7563 -1504.7 -6937.79 2537.86
1000 -59.5005 -231.496 75.5987 -67.457 -220.535 67.9732 -2226.35 -6932.97 2406.2
1010 -81.455 -210.59 57.6352 -90.1192 -210.097 58.7487 -2977.42 -6603.23 2138.74
1020 -101.945 -171.998 29.3825 -112.365 -187.734 45.9272 -3706.7 -5903.66 1740.83
1030 -118.42 -118.851 -2.04253 -132.734 -153.347 30.5494 -4360.85 -4829.78 1272.81
1040 -129.562 -56.4582 -24.4384 -149.517 -108.468 15.6207 -4888.89 -3422.54 851.319
1050 -135.084 11.1983 -32.8738 -161.257 -55.0697 4.73917 -5260.16 -1751.51 589.914
1060 -134.875 80.0161 -31.3517 -167.671 4.07403 0.322435 -5471.73 99.6868 528.867
1070 -128.385 147.139 -30.2785 -168.769 65.4591 2.13842 -5530.06 2019.85 624.528
1080 -116.634 211.163 -33.3906 -164.636 124.415 7.53147 -5430.02 3869.87 783.587
1090 -100.26 270.326 -35.9027 -155.141 176.604 12.2379 -5158.3 5517.31 896.583
1100 -79.2811 321.164 -34.0938 -140.949 218.971 12.2157 -4710.93 6861.29 870.205
1110 -54.4338 360.111 -30.318 -123.032 249.312 5.92827 -4106.18 7824.13 658.167
1120 -28.9577 385.572 -33.2757 -102.553 265.582 -5.68164 -3395.66 8344.75 270.769
1130 -8.08804 396.978 -49.4532 -81.4707 266.755 -20.4844 -2671.03 8400.72 -244.987
1140 3.46819 392.847 -76.2585 -62.2289 254.347 -36.737 -2038.4 8036.27 -836.984
1150 5.17112 371.33 -105.234 -47.0007 232.189 -53.9088 -1564.42 7352.53 -1461.8
1160 2.47165 334.231 -128.491 -36.5311 203.895 -71.5278 -1246.94 6452.03 -2079.54
1170 2.55118 289.043 -144.897 -30.1785 171.036 -88.3976 -1029.99 5390.79 -2654.16
1180 8.59718 244.01 -159.104 -25.5772 133.578 -103.563 -833.948 4185.4 -3164.31
1190 18.1781 201.005 -171.848 -19.681 92.2153 -116.454 -583.916 2854.66 -3601.25
1200 28.1836 156.008 -181.405 -10.3289 49.4019 -126.507 -242.925 1451.68 -3939.52
1210 38.6953 105.787 -182.552 1.96639 8.26112 -131.736 169.198 60.7053 -4114.31
1220 51.1343 54.2075 -171.225 14.5895 -29.0937 -129.689 596.13 -1232.8 -4045.31
1230 66.0796 10.8915 -147.539 25.2781 -62.2109 -118.714 979.956 -2360.87 -3690.15
1240 80.8595 -16.8945 -117.179 32.8191 -90.5391 -99.2749 1278.67 -3272.24 -3090.77
1250 92.0174 -32.4895 -89.0447 37.3844 -112.823 -74.6145 1467.96 -3932.62 -2374.19
1260 98.107 -45.4157 -68.8868 39.5402 -127.491 -49.6812 1543.2 -4337.25 -1692.97
1270 99.5964 -62.868 -54.327 40.0293 -134.599 -29.0118 1527.77 -4536.54 -1160.49
1280 96.6224 -84.2343 -37.6753 40.5117 -137.803 -15.868 1482.5 -4650.91 -836.461
1290 88.6704 -103.71 -14.6685 43.4396 -141.92 -11.7086 1491.44 -4818.2 -737.648
1300 78.6176 -116.873 10.1874 50.3234 -149.262 -15.3742 1609.87 -5083.76 -835.534
1310 72.6301 -121.918 28.0324 60.0083 -157.03 -23.8428 1819.8 -5353.59 -1049.67
1320 76.2433 -118.786 36.7732 69.3562 -160.089 -32.3901 2049.23 -5469.42 -1255.39
1330 89.079 -108.108 39.2222 76.2081 -154.725 -36.5951 2239.51 -5324.83 -1327.61
1340 104.921 -91.756 42.1802 80.8661 -140.978 -34.1435 2384.03 -4912.78 -1208.98
1350 116.707 -70.6967 50.1637 84.726 -120.959 -26.0968 2503.59 -4285.1 -931.682
1360 121.307 -45.2524 62.7517 88.0744 -96.5991 -15.2601 2602.43 -3490.5 -571.366
1370 121.862 -17.7012 75.0642 89.7512 -68.3628 -4.21816 2655.82 -2551.84 -196.553
1380 124.389 9.27307 82.2978 87.8936 -36.401 5.06768 2626.38 -1495.82 133.305
1390 130.99 35.4363 81.8206 81.2427 -2.589 10.3133 2480.66 -393.449 334.917
1400 135.921 62.4733 72.7279 70.1841 29.4733 8.2685 2204.94 648.58 296.977
1410 132.014 89.5679 55.6294 56.7564 56.5615 -3.50893 1824.9 1537.61 -54.589
1420 120.126 112.605 30.3976 44.0365 76.9141 -23.899 1415.89 2222.15 -681.541
1430 105.843 127.012 -6.87785 35.4797 90.1488 -48.5663 1092.88 2685.2 -1444.15
1440 94.6616 130.552 -54.1299 34.0505 96.4397 -72.2454 971.346 2930.08 -2191.94
1450 92.5448 125.818 -102.835 40.9213 96.4318 -92.2875 1115.57 2971.32 -2839.78
1460 104.635 115.817 -140.744 55.1038 91.0054 -108.452 1520.08 2839.09 -3367.58
1470 131.206 101.775 -160.103 74.4661 82.0347 -121.204 2127.89 2588.72 -3771.24
1480 166.155 84.7538 -161.208 96.2122 72.2018 -129.948 2846.24 2299.53 -4027.14
1490 200.827 68.2785 -149.433 117.244 64.4721 -133.22 3555.25 2066.15 -4094.99
1500 227.854 58.0798 -131.424 134.33 61.3885 -129.741 4135.78 1983.91 -3944.17
1510 243.393 59.7433 -112.142 145.353 65.0759 -119.658 4499.36 2130.4 -3581.78
1520 248.013 75.0024 -91.2596 148.794 76.7869 -104.547 4593.08 2550.33 -3064.7
1530 243.922 102.084 -67.0997 144.187 96.6653 -86.9428 4401.71 3244 -2482.72
1540 231.418 139.696 -39.7356 131.837 123.715 -69.3069 3953.44 4165.48 -1922
1550 209.382 185.715 -13.4268 112.992 155.995 -53.1298 3305.82 5235.21 -1435.42
1560 177.513 235.996 5.23474 88.8172 190.987 -39.0002 2513.14 6353.78 -1041.64
1570 137.586 286.638 10.3186 59.853 225.592 -27.2895 1601.19 7419.39 -745.371
1580 91.7808 335.307 3.70039 26.1639 256.93 -18.4852 566.506 8357.84 -551.439
1590 41.0338 378.046 -6.55434 -12.0261 283.666 -13.2711 -601.001 9139.32 -457.356
1600 -13.7944 411.091 -8.8716 -53.8588 305.054 -11.4692 -1884.86 9753.11 -439.412
1610 -70.5499 434.622 3.97219 -97.4357 319.427 -11.9848 -3225.83 10166.2 -450.468
1620 -124.717 449.184 30.3993 -139.881 324.363 -12.5039 -4527.71 10311.1 -431.945
1630 -172.513 451.053 60.646 -177.215 317.561 -10.1748 -5667.24 10102.7 -328.487
1640 -212.981 433.783 84.3857 -205.009 297.412 -2.37598 -6513.67 9469.15 -88.1286
1650 -245.011 395.442 99.6621 -219.514 263.89 12.675 -6967.25 8400.49 336.634
1660 -264.137 340.534 109.673 -220.106 219.529 34.7296 -6996.3 6988.65 962.14
1670 -263.877 276.589 120.322 -208.523 169.496 61.2622 -6637.31 5408.9 1745.27
1680 -242.751 208.614 136.077 -187.419 118.98 88.4507 -5952.12 3833.97 2588.87
1690 -204.586 139.514 156.679 -157.857 71.3226 112.484 -4982.19 2360.95 3375.45
1700 -156.627 70.2211 178.711 -119.493 27.1262 130.778 -3736.03 998.065 4006.37
1710 -105.454 2.28846 197.51 -71.8746 -14.957 142.519 -2223.46 -303.888 4430.23
1720 -52.8835 -62.9669 208.641 -16.9359 -56.9306 148.242 -506.941 -1606.31 4642.22
1730 2.67113 -125.826 210.426 40.5251 -100.186 148.693 1286.6 -2953.74 4651.93
1740 60.7192 -187.536 203.812 95.0484 -144.449 143.705 3003.22 -4350.13 4460.42
1750 114.889 -249.256 190.374 142.457 -187.59 133.012 4513.52 -5735.33 4082.35
1760 157.018 -307.895 172.989 180.905 -226 117.871 5742.79 -6989.29 3575.36
1770 182.736 -355.711 152.983 210.226 -255.85 100.728 6668.42 -7972.53 3022.67
1780 194.22 -382.829 129.111 230.887 -274.39 83.776 7301.17 -8575.32 2488.91
1790 197.36 -381.532 102.775 243.207 -280.55 68.0683 7664.26 -8739.6 1994.87
1800 199.113 -351.64 77.8057 247.529 -273.661 52.84 7781.68 -8451.76 1516.27
1810 203.183 -302.805 57.6722 244.798 -252.883 36.1731 7691.59 -7724.71 1001.36
1820 208.249 -247.63 43.3987 237.017 -217.66 16.6123 7458.9 -6578.49 412.357
1830 210.962 -190.301 32.4151 226.409 -167.963 -5.02682 7148.38 -5031.22 -228.507
1840 208.783 -127.389 19.9821 214.334 -105.853 -25.7461 6783.04 -3125.47 -843.868
1850 200.684 -55.7132 4.81438 200.119 -35.7848 -43.1167 6338.95 -977.42 -1371.22
1860 187.36 21.6988 -11.9247 182.269 35.1201 -57.5891 5778.48 1209.74 -1816.66
1870 168.423 97.2168 -28.4907 159.772 99.3296 -70.7586 5074.07 3202.87 -2222.68
1880 141.264 162.905 -46.8657 131.962 151.264 -82.6488 4198.4 4827.65 -2595.38
1890 102.036 214.228 -68.1401 97.5906 188.909 -91.0198 3109.35 6007.99 -2883.36
1900 48.4251 251.348 -89.1265 55.4646 212.451 -94.2336 1768.73 6744.34 -3038.95
1910 -17.5071 277.845 -104.687 5.76081 223.653 -94.0787 185.473 7090.61 -3092.48
1920 -90.7576 295.929 -111.212 -49.1414 225.755 -94.9829 -1561.64 7146.78 -3154.95
1930 -165.578 304.619 -110.931 -105.113 222.816 -101.346 -3344.01 7038.18 -3352.05
1940 -236.137 303.748 -111.499 -158.141 218.371 -115.364 -5027.93 6876.59 -3760.24
1950 -294.96 296.449 -121.86 -204.934 214.063 -136.527 -6500.29 6726.79 -4385.21
1960 -335.81 287.006 -145.996 -242.682 209.315 -161.834 -7667.27 6592.15 -5159.51
1970 -356.284 278.269 -179.463 -268.579 202.644 -186.455 -8452.95 6426.58 -5941.99
1980 -359.285 268.45 -211.969 -280.341 192.427 -204.86 -8810.47 6169.85 -6549.77
1990 -349.515 252.03 -231.991 -277.347 178.384 -212.459 -8737.64 5773.91 -6819.08
2000 -328.683 222.154 -231.027 -261.116 160.172 -206.788 -8279.08 5202.86 -6653.35
2010 -295.682 176.214 -206.059 -234.952 136.826 -187.692 -7503.13 4427.69 -6034.33
2020 -248.458 118.885 -157.524 -201.899 106.939 -156.273 -6471.53 3434.64 -4998.35
2030 -189.126 59.2376 -88.705 -163.856 70.1759 -114.089 -5232.92 2244.73 -3607.85
2040 -124.55 4.11077 -7.09689 -121.912 28.1889 -63.4256 -3842.71 923.593 -1950
2050 -61.683 -44.9502 77.559 -77.3307 -15.0036 -7.96857 -2377.23 -435.808 -154.701
2060 -3.89248 -90.3075 154.909 -32.379 -55.2459 47.3617 -922.119 -1740.51 1609.17
2070 49.3666 -132.373 216.575 10.2472 -89.6677 97.5604 444.837 -2911.85 3175.3
2080 99.3792 -166.607 260.047 48.2051 -117.533 139.068 1661.67 -3896.43 4429.88
2090 145.186 -188.422 288.093 80.1516 -139.737 170.204 2688.95 -4680.73 5336.46
2100 182.707 -199.228 306 105.989 -157.956 191.359 3516.37 -5291.74 5930.52
2110 207.99 -205.107 319.568 126.644 -173.185 204.947 4161.74 -5771.48 6300.99
2120 222.019 -211.423 330.102 143.118 -185.683 214.173 4661.44 -6146.89 6564.34
2130 230.361 -217.423 336.98 155.759 -195.235 222.155 5046.69 -6423.88 6817.25
2140 237.687 -218.444 335.357 163.85 -201.579 229.843 5308.48 -6590.11 7085.35
2150 240.6 -211.608 324.158 165.566 -203.696 235.827 5390.81 -6605.16 7315.39
2160 230.898 -196.329 306.568 159.54 -198.837 237.255 5224.35 -6401.7 7416.12
2170 203.924 -172.706 287.053 145.022 -184.441 231.765 4756.63 -5914.38 7308.49
2180 163.535 -139.815 266.292 121.264 -159.437 218.602 3960.42 -5106.64 6954.8
2190 118.638 -97.6106 242.1 87.8756 -123.739 198.388 2846.1 -3974.67 6362.07
2200 73.8162 -49.3987 213.066 46.2752 -78.4933 172.325 1474.95 -2548.2 5570.1
2210 26.4025 2.36075 179.011 -0.425726 -25.9389 141.825 -50.8484 -895.311 4632.81
2220 -28.1722 56.9368 139.38 -47.9923 30.1638 108.415 -1605.83 880.303 3598.74
2230 -88.2022 112.153 91.6128 -92.2075 85.6011 73.3545 -3057.59 2648.22 2502.83
2240 -144.948 162.495 36.5445 -130.143 136.191 37.8071 -4293.92 4267.32 1368.46
2250 -189.898 202.714 -23.2454 -159.93 177.997 2.43696 -5243.53 5612.53 214.544
2260 -221.259 232.357 -85.2864 -180.715 208.132 -32.3565 -5880.08 6602.15 -936.693
2270 -240.84 255.332 -146.323 -192.409 225.033 -66.0972 -6222.71 7206.7 -2059.55
2280 -251.39 274.509 -204.749 -196.638 229.339 -98.9587 -6335.78 7443.06 -3141.71
2290 -255.433 286.474 -258.655 -196.569 223.362 -132.178 -6327.59 7364.73 -4209.45
2300 -256.127 285.898 -306.442 -196.474 210.334 -167.518 -6335.83 7040.55 -5309.34
2310 -257.586 270.965 -347.367 -199.994 192.229 -205.056 -6478.96 6526.18 -6443.85
2320 -261.95 245.848 -382.462 -208.068 169.663 -241.617 -6788.27 5849.39 -7528.11
2330 -266.706 215.984 -410.472 -218.531 142.572 -271.262 -7184.36 5020.7 -8408.83
2340 -265.287 183.546 -429.057 -227.57 111.396 -288.857 -7523.69 4053.36 -8931.7
2350 -252.737 149.15 -429.976 -231.387 77.1983 -291.28 -7668.76 2969.74 -8995.28
2360 -229.194 113.722 -408.824 -227.19 41.0204 -277.365 -7535.14 1802.44 -8545.12
2370 -198.842 77.2561 -366.787 -214.204 4.16921 -246.095 -7112.06 602.686 -7549.86
2380 -167.851 36.2262 -308.921 -193.904 -31.6147 -197.81 -6458.25 -566.145 -6024.65
2390 -141.186 -12.7284 -237.673 -168.98 -64.9916 -136.56 -5665.61 -1658.71 -4083.96
2400 -118.794 -66.4093 -151.847 -141.767 -95.557 -69.7695 -4811.67 -2668.37 -1938.83
2410 -96.7094 -118.073 -53.571 -114.185 -124.677 -4.73304 -3940.35 -3621.75 189.022
2420 -70.1363 -161.989 47.9944 -87.6037 -153.812 54.518 -3078.08 -4558.25 2156.57
2430 -37.6775 -199.501 141.947 -63.2365 -183.903 107.687 -2256.55 -5505.74 3920.43
2440 -2.09869 -237.21 219.953 -41.9406 -214.168 156.166 -1512.9 -6460.18 5504.33
2450 31.2138 -280.835 281.353 -24.1032 -242.502 200.998 -883.137 -7378.33 6939.26
2460 55.3926 -327.984 327.172 -10.1746 -266.682 240.831 -407.406 -8192.02 8201.69
2470 65.1384 -368.662 357.08 -0.922275 -285.505 272.901 -128.14 -8833.53 9205.48
2480 59.6103 -393.341 365.762 2.38646 -298.162 294.086 -69.1992 -9255.7 9847.97
2490 44.1693 -401.669 353.248 -0.361772 -304.352 302.35 -211.428 -9444.19 10055.6
2500 25.8553 -398.776 325.463 -8.08788 -304.035 296.606 -486.915 -9421.75 9810.26
2510 10.8508 -389.483 291.72 -17.9944 -298.24 277.531 -803.621 -9230.53 9161.47
2520 1.57619 -374.993 257.641 -26.9113 -288.013 248.154 -1074.02 -8905.04 8216.1
2530 -2.16775 -355.454 220.374 -31.8725 -274.001 212.804 -1222.97 -8467.75 7093.7
2540 -0.800726 -331.971 175.671 -30.3946 -256.883 174.977 -1194.19 -7936.83 5874.29
2550 6.59177 -304.865 122.996 -21.8016 -237.35 135.835 -960.564 -7326.26 4586.25
2560 22.7043 -272.902 67.1747 -6.65908 -215.718 95.4047 -516.621 -6647.08 3243.06
2570 49.443 -234.191 15.0595 14.2953 -192.267 54.1887 141.787 -5906.27 1881.26
2580 86.2112 -189.53 -28.3593 40.8075 -166.578 13.4693 1025.68 -5095.45 556.239
2590 129.262 -143.16 -62.0625 72.2965 -137.211 -25.416 2122.23 -4188.7 -685.94
2600 172.746 -99.9798 -89.0274 106.374 -103.005 -61.4547 3340.96 -3164.41 -1822.67
2610 210.413 -62.1231 -115.011 138.737 -64.5196 -94.3647 4521.24 -2027.96 -2854.55
2620 239.323 -26.5492 -142.734 165.748 -23.6006 -124.481 5517.19 -807.77 -3805.84
2630 261.508 10.0211 -173.236 185.96 17.5376 -152.791 6261.12 452.594 -4713.05
2640 279.175 46.9301 -203.889 199.689 57.0231 -179.585 6757.77 1688.94 -5599.15
2650 291.767 80.6423 -235.284 207.907 92.5023 -204.773 7046.9 2818.94 -6458.63
2660 297.585 109.308 -265.932 211.825 121.63 -227.728 7172.32 3762.79 -7267.03
2670 294.626 134.31 -292.206 212.085 143.021 -248.21 7163.63 4472.27 -7990.15
2680 282.559 157.81 -308.003 208.707 156.892 -264.961 7028.99 4955.91 -8563.89
2690 264.997 180.643 -308.905 201.174 165.101 -274.443 6757 5268.25 -8876.71
2700 245.56 200.556 -297.236 188.524 169.51 -272.055 6329.17 5457.48 -8798.22
2710 227.394 211.472 -274.254 170.63 170.551 -253.831 5746.82 5527.76 -8230
2720 209.937 208.852 -238.313 149.296 167.806 -218.765 5053.91 5443.65 -7136.57
2730 189.843 192.992 -183.89 127.638 159.773 -169.018 4332.77 5159.73 -5552.97
2740 165.104 168.329 -107.368 108.964 145.125 -108.625 3679.05 4650.54 -3581.01
2750 139.411 138.996 -14.8073 95.5774 123.553 -42.1439 3174.69 3924.35 -1376.37
2760 119.766 107.095 78.217 88.0935 96.0758 26.0725 2859.78 3021.49 880.277
2770 111.804 73.5054 156.244 85.6035 65.0463 91.8117 2714.61 2005.24 3019.4
2780 112.952 37.3104 212.708 86.1734 33.1418 150.663 2678.23 947.486 4899.34
2790 114.322 -2.3166 248.776 88.4447 2.31352 197.905 2688.66 -90.2031 6395.12
2800 110.085 -42.0431 268.464 91.2198 -27.0717 229.286 2703.72 -1071.73 7396.38
2810 102.423 -74.8871 272.669 92.8105 -55.4929 242.758 2697.3 -1980.2 7841.8
2820 97.1438 -96.2584 257.928 91.6735 -82.4514 239.474 2643.68 -2792.94 7752.62
2830 95.2246 -108.717 223.598 86.3795 -105.667 223.124 2503.51 -3467.08 7225.38
2840 90.7129 -117.482 176.055 76.2953 -121.882 197.854 2233.92 -3940.79 6393.91
2850 74.9559 -123.437 128.655 62.0117 -128.169 167.217 1819.85 -4141.05 5394.72
2860 43.1124 -122.256 93.6011 45.2848 -123.58 134.53 1292.81 -4020.13 4354.74
2870 -1.98774 -110.284 72.6324 28.1476 -110.128 102.732 713.829 -3609.6 3370.4
2880 -51.3775 -90.6667 57.7894 11.8561 -91.6136 73.6301 137.603 -3019.25 2470.09
