# Time-averaged data for fix Ave
# TimeStep v_HAg v_HTe
3260 0.0168104 -4.59441
3270 0.0178041 -4.59601
3280 0.0187725 -4.59586
3290 0.0194159 -4.59523
3300 0.0195448 -4.59465
3310 0.019137 -4.59365
3320 0.0183022 -4.5913
3330 0.0171543 -4.58808
3340 0.015843 -4.5856
3350 0.0146466 -4.5852
3360 0.0138823 -4.58714
3370 0.0136997 -4.59014
3380 0.0140506 -4.59262
3390 0.014759 -4.59358
3400 0.0155899 -4.5927
3410 0.0163125 -4.59026
3420 0.0167562 -4.58717
3430 0.0168824 -4.58377
3440 0.016793 -4.58074
3450 0.0165931 -4.57843
3460 0.0163919 -4.57706
3470 0.0162688 -4.5764
3480 0.0162386 -4.57601
3490 0.0162029 -4.57631
3500 0.0160498 -4.57701
3510 0.0157999 -4.57815
3520 0.0155514 -4.57984
3530 0.0152881 -4.58164
3540 0.0148377 -4.58384
3550 0.0139918 -4.58579
3560 0.0127318 -4.58649
3570 0.0112199 -4.58549
3580 0.0097047 -4.58285
3590 0.00845693 -4.5795
3600 0.00772842 -4.57716
3610 0.00762653 -4.57703
3620 0.00799238 -4.57931
3630 0.00843913 -4.58355
3640 0.00860936 -4.58734
3650 0.00843473 -4.58878
3660 0.00810504 -4.58672
3670 0.00783035 -4.58265
3680 0.00764592 -4.57999
3690 0.00752925 -4.58058
3700 0.00749697 -4.58386
3710 0.00762956 -4.58709
3720 0.00802292 -4.58731
3730 0.00868156 -4.58464
3740 0.00955583 -4.58159
3750 0.0106551 -4.58132
3760 0.0119782 -4.58425
3770 0.0133852 -4.58899
3780 0.0146188 -4.59291
3790 0.0153701 -4.59426
3800 0.0154325 -4.59332
3810 0.0149267 -4.59155
3820 0.0142619 -4.5901
3830 0.0137524 -4.58939
3840 0.013489 -4.5895
3850 0.0134577 -4.59024
3860 0.0135735 -4.59126
3870 0.0137247 -4.59121
3880 0.0138651 -4.58934
3890 0.0140071 -4.58563
3900 0.0142124 -4.58175
3910 0.0145817 -4.57913
3920 0.0152113 -4.57834
3930 0.016095 -4.57894
3940 0.0170396 -4.58065
3950 0.0177677 -4.58282
3960 0.0180747 -4.58532
3970 0.0179073 -4.58758
3980 0.0173718 -4.58971
3990 0.0166865 -4.59179
4000 0.0160503 -4.59434
4010 0.0156668 -4.59662
4020 0.0157256 -4.59755
4030 0.0162692 -4.59644
4040 0.017046 -4.59438
4050 0.0176318 -4.59263
4060 0.017738 -4.59262
4070 0.0173754 -4.59367
4080 0.0167724 -4.59456
4090 0.0162415 -4.59395
4100 0.0160501 -4.59162
4110 0.0162651 -4.58792
4120 0.0167574 -4.58332
4130 0.0173879 -4.5789
4140 0.0180723 -4.57538
4150 0.0186737 -4.57341
4160 0.0189262 -4.57335
4170 0.0185667 -4.57586
4180 0.0175044 -4.58109
4190 0.0158777 -4.58772
4200 0.0140548 -4.59414
4210 0.0124914 -4.59847
4220 0.0115149 -4.6001
4230 0.011231 -4.59915
4240 0.0116378 -4.59668
4250 0.0127412 -4.5934
4260 0.0144938 -4.58996
4270 0.0166086 -4.58732
4280 0.0186092 -4.58604
4290 0.0200605 -4.58688
4300 0.020696 -4.58958
4310 0.0204128 -4.59348
4320 0.0193677 -4.59783
4330 0.0180211 -4.60067
4340 0.0169137 -4.60055
4350 0.0163477 -4.59778
4360 0.0162426 -4.59388
4370 0.0163482 -4.5911
4380 0.0165452 -4.59033
4390 0.0168125 -4.59138
4400 0.017072 -4.59294
4410 0.0171893 -4.59418
4420 0.0171359 -4.59441
4430 0.0170195 -4.59372
4440 0.0169119 -4.5922
4450 0.0167895 -4.59087
4460 0.0166106 -4.59008
4470 0.016435 -4.59048
4480 0.0163522 -4.59095
4490 0.0163383 -4.59149
4500 0.0162719 -4.59184
4510 0.0160921 -4.59301
4520 0.0158609 -4.5947
4530 0.015672 -4.59629
4540 0.015576 -4.59601
4550 0.0155073 -4.59318
4560 0.0152277 -4.58905
4570 0.0145262 -4.58536
4580 0.0134077 -4.58366
4590 0.0120706 -4.58461
4600 0.0107339 -4.5878
4610 0.00961299 -4.59216
4620 0.00895464 -4.59657
4630 0.00892642 -4.59856
4640 0.00947217 -4.59699
4650 0.0102819 -4.5918
4660 0.0109518 -4.58528
4670 0.0112024 -4.58073
4680 0.0110124 -4.58144
4690 0.0105959 -4.58701
4700 0.0102763 -4.59397
4710 0.0103211 -4.59802
4720 0.0107649 -4.59686
4730 0.011437 -4.59157
4740 0.0120996 -4.58601
4750 0.0126745 -4.58333
4760 0.0133214 -4.58484
4770 0.0142745 -4.58936
4780 0.0157392 -4.59403
4790 0.0177263 -4.59619
4800 0.019878 -4.59548
4810 0.0215608 -4.5938
4820 0.022296 -4.59247
4830 0.0220898 -4.59223
4840 0.0213123 -4.59203
4850 0.0203317 -4.59153
4860 0.0193374 -4.59098
4870 0.0183691 -4.58971
4880 0.0174628 -4.58832
4890 0.0167313 -4.58687
4900 0.016317 -4.58622
4910 0.0163437 -4.58631
4920 0.0168591 -4.58639
4930 0.0177052 -4.58587
4940 0.0185016 -4.58585
4950 0.0188782 -4.58706
4960 0.0187514 -4.58902
4970 0.0182491 -4.59027
4980 0.0175295 -4.58996
4990 0.0166725 -4.58793
5000 0.0156853 -4.5845
5010 0.0145971 -4.58118
5020 0.0135816 -4.58011
5030 0.0129455 -4.58207
5040 0.0129171 -4.5863
5050 0.0134691 -4.5908
5060 0.0143442 -4.59356
5070 0.0151929 -4.59389
5080 0.0157014 -4.59305
5090 0.0157174 -4.59267
5100 0.0153327 -4.59426
5110 0.0148207 -4.59882
5120 0.0145071 -4.60467
5130 0.0146725 -4.60907
5140 0.0154557 -4.60824
5150 0.0167952 -4.60128
5160 0.0184173 -4.58956
5170 0.0198159 -4.57757
5180 0.0204059 -4.57046
5190 0.0198636 -4.57135
5200 0.0183243 -4.5791
5210 0.0163171 -4.58981
5220 0.014458 -4.59849
5230 0.0131628 -4.60165
5240 0.0124956 -4.59823
5250 0.0122271 -4.59111
5260 0.0120038 -4.58412
5270 0.0115407 -4.58057
5280 0.010802 -4.58204
5290 0.00999867 -4.58732
5300 0.00940049 -4.59389
5310 0.00914047 -4.59874
5320 0.00922089 -4.5997
5330 0.00955888 -4.59629
5340 0.0101036 -4.58975
5350 0.0108182 -4.58221
5360 0.0115776 -4.57641
5370 0.0121371 -4.5743
5380 0.0122912 -4.5758
5390 0.012038 -4.58003
5400 0.0115881 -4.58491
5410 0.0112126 -4.58825
5420 0.0110936 -4.58923
5430 0.0112521 -4.58812
5440 0.0116572 -4.5863
5450 0.0122324 -4.58499
5460 0.0128369 -4.5848
5470 0.013291 -4.58532
5480 0.0134633 -4.58501
5490 0.013366 -4.58374
5500 0.0131053 -4.58215
5510 0.0128838 -4.58212
5520 0.0130061 -4.58425
5530 0.0137397 -4.58849
5540 0.0151041 -4.59324
5550 0.016868 -4.59607
5560 0.0187037 -4.59633
5570 0.0202492 -4.59422
5580 0.021146 -4.59051
5590 0.021197 -4.58693
5600 0.0205051 -4.58402
5610 0.0194023 -4.58168
5620 0.0181606 -4.5791
5630 0.0168771 -4.57675
5640 0.0155518 -4.57524
5650 0.0143097 -4.57537
5660 0.0133282 -4.57697
5670 0.0126414 -4.57931
5680 0.0121102 -4.58159
5690 0.0116259 -4.58347
5700 0.0112712 -4.58445
5710 0.0111784 -4.5833
5720 0.011267 -4.58039
5730 0.0112594 -4.57733
5740 0.0109478 -4.57665
5750 0.0103741 -4.57928
5760 0.00967004 -4.58378
5770 0.00887508 -4.58845
5780 0.00799247 -4.59179
5790 0.00711813 -4.59325
5800 0.0064639 -4.59262
5810 0.00626224 -4.5908
5820 0.00671338 -4.58878
5830 0.00790459 -4.587
5840 0.00966041 -4.58564
5850 0.0115348 -4.58463
5860 0.0130342 -4.58389
5870 0.0139702 -4.58319
5880 0.0145411 -4.58238
5890 0.0150492 -4.58242
5900 0.0155917 -4.58406
5910 0.0160804 -4.58792
5920 0.0164335 -4.59349
5930 0.0166973 -4.59888
5940 0.016932 -4.60228
5950 0.0171121 -4.60282
5960 0.0171076 -4.60098
5970 0.0167748 -4.59759
5980 0.0160556 -4.59438
5990 0.0150331 -4.59242
6000 0.013909 -4.59248
6010 0.0129507 -4.59462
6020 0.0123852 -4.59818
6030 0.012335 -4.60225
6040 0.0127677 -4.60533
6050 0.0136152 -4.60554
6060 0.0148764 -4.60176
6070 0.0165304 -4.59496
6080 0.0183719 -4.58743
6090 0.0199782 -4.58283
6100 0.0207965 -4.58195
6110 0.020464 -4.58446
6120 0.0191609 -4.58783
6130 0.0174838 -4.58973
6140 0.0160307 -4.5892
6150 0.0151269 -4.58606
6160 0.0147986 -4.5814
6170 0.014883 -4.5772
6180 0.0151618 -4.57472
6190 0.0154014 -4.57454
6200 0.0154062 -4.57641
6210 0.0150916 -4.57963
6220 0.0146148 -4.58291
6230 0.0142982 -4.58494
6240 0.0144255 -4.5855
6250 0.0150804 -4.585
6260 0.0161017 -4.58448
6270 0.0171411 -4.58499
6280 0.0178274 -4.58583
6290 0.0179474 -4.587
6300 0.0175023 -4.58712
6310 0.0166091 -4.58624
6320 0.0153943 -4.58395
6330 0.0140016 -4.58126
6340 0.0126457 -4.57851
6350 0.0116635 -4.57612
6360 0.0113418 -4.57492
6370 0.0117224 -4.57525
6380 0.0126212 -4.57796
6390 0.0137664 -4.58284
6400 0.0149595 -4.58856
6410 0.0161222 -4.59333
6420 0.0172516 -4.59559
6430 0.0183391 -4.59464
6440 0.0192751 -4.59194
6450 0.0198857 -4.58918
6460 0.0200307 -4.58818
6470 0.0197273 -4.5894
6480 0.0191104 -4.59192
6490 0.0182995 -4.59407
6500 0.0173347 -4.59483
6510 0.0162422 -4.59409
6520 0.0151452 -4.59183
6530 0.0142341 -4.58869
6540 0.0136262 -4.58568
6550 0.0132996 -4.58326
6560 0.0131777 -4.58258
6570 0.0132078 -4.5843
6580 0.0132701 -4.58807
6590 0.0131997 -4.59235
6600 0.0129425 -4.59544
6610 0.0125695 -4.59577
6620 0.0121371 -4.59396
6630 0.0117492 -4.59115
6640 0.0116256 -4.58812
6650 0.0119599 -4.58514
6660 0.0127728 -4.58218
6670 0.0139066 -4.58022
6680 0.015031 -4.58005
6690 0.0157574 -4.58116
6700 0.0158879 -4.58299
6710 0.015534 -4.58457
6720 0.0150222 -4.58551
6730 0.0147057 -4.58508
6740 0.0147872 -4.58316
6750 0.0152608 -4.58092
6760 0.0159962 -4.57994
6770 0.0168852 -4.58239
6780 0.0179225 -4.58811
6790 0.0191678 -4.59495
6800 0.0205665 -4.59889
6810 0.021734 -4.59705
6820 0.0220341 -4.59046
6830 0.0211 -4.58248
6840 0.0191837 -4.57714
6850 0.0169298 -4.57644
6860 0.0149324 -4.57996
6870 0.0135135 -4.58538
6880 0.0127138 -4.59067
6890 0.0123696 -4.59348
6900 0.0122777 -4.59358
6910 0.0123056 -4.59133
6920 0.0124711 -4.58822
6930 0.0128072 -4.58566
6940 0.0131717 -4.5849
6950 0.0132498 -4.58563
6960 0.0128431 -4.58668
6970 0.0120211 -4.58671
6980 0.0110009 -4.58455
6990 0.0100022 -4.58078
7000 0.00916658 -4.57687
7010 0.00851644 -4.5747
7020 0.00797072 -4.57521
7030 0.0075443 -4.57737
7040 0.00744093 -4.57903
7050 0.00787111 -4.57857
7060 0.00885065 -4.57665
7070 0.0102199 -4.57533
7080 0.0117421 -4.57625
7090 0.0132117 -4.57985
7100 0.0144836 -4.585
7110 0.0154279 -4.58906
7120 0.0159581 -4.59095
7130 0.0160867 -4.5905
7140 0.015874 -4.58911
7150 0.0153818 -4.58901
7160 0.0147507 -4.59095
7170 0.0142285 -4.59395
7180 0.0140278 -4.59623
7190 0.014188 -4.59648
7200 0.0145398 -4.59466
7210 0.0147997 -4.59138
7220 0.0147836 -4.58855
7230 0.0145029 -4.58736
7240 0.0140693 -4.5876
7250 0.0136313 -4.58823
7260 0.0132842 -4.5887
7270 0.0129643 -4.58866
7280 0.0125187 -4.58926
7290 0.0119622 -4.59075
7300 0.0115413 -4.59168
7310 0.0114335 -4.59069
7320 0.0115348 -4.58782
7330 0.0116845 -4.58398
7340 0.0119204 -4.58067
7350 0.0123632 -4.57909
7360 0.0130902 -4.57919
7370 0.0140901 -4.58006
7380 0.0152619 -4.58108
7390 0.0164412 -4.58205
7400 0.0174579 -4.58333
7410 0.0181443 -4.58462
7420 0.0182988 -4.58554
7430 0.0178472 -4.58662
7440 0.0170089 -4.58747
7450 0.0161759 -4.58823
7460 0.0156257 -4.58833
7470 0.0153942 -4.58787
7480 0.0153795 -4.58677
7490 0.0154112 -4.58566
7500 0.0153254 -4.58535
7510 0.0150305 -4.58665
7520 0.0145538 -4.58878
7530 0.014046 -4.59143
7540 0.0137512 -4.5931
7550 0.0139043 -4.59259
7560 0.0145422 -4.58964
7570 0.0154048 -4.58526
7580 0.0161917 -4.58117
7590 0.0167868 -4.57915
7600 0.0171816 -4.58007
7610 0.0173871 -4.58403
7620 0.0174196 -4.58879
7630 0.0172919 -4.59227
7640 0.0170031 -4.5931
7650 0.0165455 -4.59169
7660 0.0159136 -4.59034
7670 0.0150864 -4.59049
7680 0.0139936 -4.59229
7690 0.012577 -4.59499
7700 0.0109022 -4.59708
7710 0.00926744 -4.59772
7720 0.00809981 -4.59654
7730 0.00765577 -4.59381
7740 0.00779983 -4.59065
7750 0.00813857 -4.5883
7760 0.00837444 -4.58693
7770 0.00858087 -4.5864
7780 0.0090377 -4.58591
7790 0.00998396 -4.58506
7800 0.011437 -4.58326
7810 0.0130804 -4.57998
7820 0.0143562 -4.57599
7830 0.0147781 -4.57301
7840 0.0142728 -4.57303
7850 0.013188 -4.57587
7860 0.0119904 -4.57989
7870 0.0109652 -4.58323
7880 0.0102193 -4.58523
7890 0.0098923 -4.58629
7900 0.0102123 -4.5866
7910 0.0113066 -4.58656
7920 0.0130258 -4.58666
7930 0.0149147 -4.58745
7940 0.0164648 -4.58908
7950 0.0173867 -4.59118
7960 0.0177326 -4.593
7970 0.0176631 -4.59478
7980 0.0171908 -4.59695
7990 0.0163051 -4.5994
8000 0.0151642 -4.60046
8010 0.0140779 -4.59796
8020 0.0133579 -4.591
8030 0.0131659 -4.58174
8040 0.0133828 -4.57383
8050 0.0136627 -4.57097
8060 0.0136499 -4.57417
8070 0.0131699 -4.58026
8080 0.0122894 -4.58498
8090 0.0112345 -4.58584
8100 0.0102396 -4.58337
8110 0.00943484 -4.58038
8120 0.00898009 -4.57895
8130 0.00908895 -4.57931
8140 0.00992224 -4.57974
8150 0.0114658 -4.5786
8160 0.0135347 -4.57514
8170 0.0157499 -4.57034
8180 0.0176082 -4.56655
8190 0.0186286 -4.56669
8200 0.0185395 -4.57233
8210 0.017414 -4.58236
8220 0.0156325 -4.59303
8230 0.0136921 -4.60066
8240 0.0120532 -4.60213
8250 0.0110722 -4.59769
8260 0.0109145 -4.59028
8270 0.0114796 -4.58424
8280 0.0124427 -4.58259
8290 0.0133947 -4.58606
8300 0.0140404 -4.59218
8310 0.0143923 -4.59768
8320 0.0146846 -4.59933
8330 0.0150741 -4.59648
8340 0.0154778 -4.59029
8350 0.0156875 -4.58395
8360 0.0155745 -4.57976
8370 0.0150805 -4.57921
8380 0.0142413 -4.5813
8390 0.0132384 -4.58399
8400 0.0123523 -4.58464
8410 0.0118312 -4.58264
8420 0.0117666 -4.57937
8430 0.0120719 -4.57686
8440 0.0125774 -4.57732
8450 0.0130748 -4.58115
8460 0.0133811 -4.58783
8470 0.0133845 -4.5951
8480 0.0130449 -4.60027
8490 0.0124578 -4.60154
8500 0.0118801 -4.59976
8510 0.0116047 -4.59681
8520 0.0118052 -4.59484
8530 0.012512 -4.59496
8540 0.0136156 -4.59664
8550 0.0148852 -4.59885
8560 0.0160434 -4.59982
8570 0.0168944 -4.59842
8580 0.0174297 -4.59555
8590 0.0177236 -4.59229
8600 0.0177706 -4.59052
8610 0.0175267 -4.59059
8620 0.0169987 -4.59169
8630 0.0161339 -4.59277
8640 0.0148476 -4.59405
8650 0.0132468 -4.59581
8660 0.0117832 -4.59766
8670 0.0109241 -4.59875
8680 0.0108691 -4.598
8690 0.0114808 -4.59546
8700 0.0124684 -4.59206
8710 0.0136791 -4.58935
8720 0.0151004 -4.58796
8730 0.016658 -4.58765
8740 0.0181787 -4.5883
8750 0.0194367 -4.59013
8760 0.0202162 -4.59323
8770 0.0203471 -4.59657
8780 0.0197877 -4.59904
8790 0.0186829 -4.59938
8800 0.0172704 -4.59835
8810 0.0157969 -4.59714
8820 0.0145004 -4.59753
8830 0.0135336 -4.59926
8840 0.0129365 -4.60118
8850 0.0126913 -4.60188
8860 0.0127586 -4.60065
8870 0.0130744 -4.59789
8880 0.0135873 -4.5954
8890 0.0142367 -4.59451
8900 0.0149407 -4.59594
8910 0.0155757 -4.59887
8920 0.0160513 -4.60112
8930 0.0163044 -4.60127
8940 0.0163058 -4.59897
8950 0.0161115 -4.59515
8960 0.0158548 -4.59123
8970 0.0155837 -4.58871
8980 0.0151959 -4.58818
8990 0.0146094 -4.58959
9000 0.013885 -4.59204
9010 0.0131861 -4.59459
9020 0.0126805 -4.59606
9030 0.0125589 -4.59618
9040 0.0129596 -4.59516
9050 0.0137765 -4.59351
9060 0.0146653 -4.59243
9070 0.0152427 -4.59227
9080 0.0153432 -4.59306
9090 0.0151268 -4.59409
9100 0.0148676 -4.59422
9110 0.0146394 -4.59267
9120 0.0142917 -4.59058
9130 0.0136819 -4.58958
9140 0.0128634 -4.59063
9150 0.011992 -4.5936
9160 0.011172 -4.59597
9170 0.0104319 -4.5959
9180 0.00985351 -4.59211
9190 0.00959359 -4.58523
9200 0.00976639 -4.57813
9210 0.010365 -4.57394
9220 0.0113101 -4.57382
9230 0.0124664 -4.57747
9240 0.0135491 -4.58241
9250 0.0142316 -4.58687
9260 0.0144281 -4.58908
9270 0.0143013 -4.58809
9280 0.0139732 -4.58524
9290 0.0134408 -4.58216
9300 0.0127394 -4.58056
9310 0.0119504 -4.58087
9320 0.0111207 -4.58227
9330 0.0102537 -4.5836
9340 0.00941778 -4.5838
9350 0.00874655 -4.58236
9360 0.00841581 -4.5793
9370 0.00851234 -4.57628
9380 0.00897293 -4.57549
9390 0.00968662 -4.57811
9400 0.0105796 -4.58309
