# Time-averaged data for fix 2
# TimeStep c_flux[1] c_flux[2] c_flux[3] c_flux[4] c_flux[5] c_flux[6] c_Ag_mom[1] c_Ag_mom[2] c_Ag_mom[3]
62860 -110.407 171.186 -212.839 -86.5612 95.4735 -293.417 -2623.47 2718.85 -9656.77
62870 -149.794 174.253 -226.264 -116.526 78.0085 -298.556 -3638.85 2166.86 -9819.06
62880 -191.764 178.997 -231.915 -152.846 64.3185 -293.532 -4851.91 1754.92 -9652.01
62890 -238.285 175.419 -227.404 -195.516 55.1458 -281.704 -6260.52 1498.51 -9242.72
62900 -290.352 162.319 -212.797 -241.278 50.5339 -265.859 -7763.97 1396.14 -8686.67
62910 -343.662 146.947 -193.518 -285.56 49.7529 -247.454 -9217.83 1428.38 -8057.37
62920 -390.664 138.075 -176.147 -324.266 52.1935 -226.934 -10487.5 1570.39 -7395.62
62930 -425.625 138.816 -163.018 -353.948 57.6932 -204.482 -11467 1803.39 -6716.18
62940 -447.664 145.198 -152.283 -372.422 66.5487 -181.398 -12088.4 2114.09 -6035.09
62950 -457.173 151.42 -138.178 -379.147 78.3726 -160.482 -12329.6 2481.74 -5399.96
62960 -454.175 156.51 -118.548 -374.669 91.3519 -144.736 -12203.5 2864.63 -4879.56
62970 -439.662 164.879 -96.6544 -359.518 103.052 -135.289 -11734.8 3207.16 -4511.36
62980 -415.697 179.777 -77.9855 -334.27 111.804 -130.132 -10945.1 3465.31 -4261.91
62990 -380.18 198.076 -65.3086 -299.402 117.307 -125.072 -9845.56 3622.14 -4036.81
63000 -330.786 212.406 -57.4813 -255.795 120.087 -116.214 -8441.93 3676.69 -3729.41
63010 -265.21 217.274 -49.4789 -204.446 119.845 -101.489 -6761.95 3621.58 -3271.69
63020 -186.93 211.872 -35.4645 -147.333 115.197 -81.3451 -4874.84 3433.45 -2645.29
63030 -103.279 198.382 -11.3236 -86.3485 104.454 -56.7196 -2867.68 3080.15 -1857.52
63040 -21.4173 178.168 22.8132 -22.6366 86.3728 -28.3466 -799.992 2538.53 -930.169
63050 56.4966 150.748 61.9692 43.0264 61.6917 2.78749 1303.97 1810.02 83.6548
63060 132.763 113.503 99.0509 108.62 32.4172 34.7628 3410.48 925.861 1102.05
63070 210.71 67.0637 129.326 170.776 0.994192 65.2215 5432.4 -52.8952 2055.16
63080 286.474 18.5791 153.005 225.1 -30.5236 92.4395 7234.63 -1045.74 2914.45
63090 352.063 -22.6928 173.361 268.166 -60.5899 115.698 8685.42 -1978.24 3679.38
63100 397.31 -53.1914 189.919 298.617 -87.9151 134.915 9707.61 -2804.84 4345.74
63110 415.286 -77.031 198.197 316.712 -111.867 150.269 10288.1 -3521.56 4884.94
63120 409.275 -100.088 194.429 323.223 -132.942 161.347 10458.1 -4170.77 5249.33
63130 388.999 -125.795 179.091 318.934 -152.994 167.176 10284.2 -4820.53 5400.42
63140 364.752 -153.508 155.856 305.799 -173.62 167.086 9860.45 -5517.21 5334.56
63150 340.511 -181.372 129.819 286.54 -195.125 161.333 9270.39 -6253 5091.08
63160 313.436 -209.669 106.493 262.754 -216.369 151.833 8540.11 -6980.77 4755.12
63170 279.509 -240.704 89.3495 234.472 -236.461 142.396 7643.81 -7663.39 4448.05
63180 237.103 -274.757 78.7141 201.021 -255.452 137.226 6554.34 -8297.99 4283.13
63190 186.961 -307.016 74.3028 162.407 -273.349 137.969 5284.74 -8879.91 4305.08
63200 131.973 -328.777 78.0565 120.375 -288.634 143.051 3892 -9353.52 4475.84
63210 74.6227 -331.787 90.9788 77.4007 -297.875 149.381 2456.99 -9606.34 4720.5
63220 18.9313 -316.097 111.313 36.1905 -296.631 154.787 1076.81 -9515.11 4974.25
63230 -30.6993 -290.671 134.18 -0.333774 -281.886 158.58 -136.583 -9014.7 5191.6
63240 -71.53 -265.004 154.952 -29.5619 -254.006 160.911 -1092.84 -8132 5343.77
63250 -102.669 -240.736 170.936 -51.1084 -216.376 162.594 -1779.62 -6958.75 5433.45
63260 -124.499 -211.782 181.942 -67.461 -172.788 165.27 -2269.4 -5589.87 5507.94
63270 -138.3 -171.667 188.77 -81.6469 -125.074 170.511 -2671.91 -4074.06 5639.07
63280 -150.84 -120.292 192.896 -96.7061 -73.1872 179.005 -3101.69 -2418.5 5872.39
63290 -168.632 -62.1365 194.961 -115.494 -16.9424 189.438 -3675.46 -638.361 6180.63
63300 -195.362 -2.31239 193.974 -140.253 41.7965 198.875 -4473.83 1208.39 6467.37
63310 -226.121 58.3585 188.9 -170.036 99.6863 204.037 -5465.77 3032.81 6617.26
63320 -254.42 121.118 178.72 -200.661 153.097 202.46 -6495.57 4744.01 6542.39
63330 -276.138 186.993 162.392 -226.849 199.196 193.052 -7373.11 6269.03 6213.96
63340 -290.427 254.748 141.056 -245.262 236.864 176.772 -7978.1 7561.94 5669.74
63350 -299.173 318.199 117.141 -256.106 266.636 155.515 -8309.37 8608.17 4981.89
63360 -305.904 367.087 92.0844 -262.744 290.175 131.345 -8476.27 9422.28 4216.31
63370 -313.267 393.721 66.0821 -269.175 308.45 106.174 -8627.48 10016 3415.84
63380 -324.009 399.072 38.2783 -277.773 319.778 81.3765 -8852.3 10351.7 2610.18
63390 -337.503 388.545 9.06356 -287.568 320.505 57.6451 -9130.59 10347.7 1829.48
63400 -349.825 365.836 -18.1422 -295.179 308.148 35.2843 -9352.68 9945.81 1099.26
63410 -355.786 331.553 -38.6351 -296.228 283.325 13.8412 -9381.73 9158.68 424.97
63420 -354.086 285.119 -49.7903 -287.372 248.494 -7.27207 -9120.76 8047.8 -209.722
63430 -345.627 227.71 -54.4548 -267.615 205.804 -27.7614 -8544.61 6677.38 -819.342
63440 -329.847 162.38 -58.3622 -238.351 156.145 -46.3064 -7687.53 5086.18 -1389.52
63450 -304.964 91.5068 -62.0119 -202.45 99.4352 -61.4555 -6610.21 3287.41 -1880.26
63460 -269.412 14.6579 -58.791 -162.567 36.1101 -72.8734 -5374.75 1291.03 -2253.41
63470 -226.196 -70.2777 -43.3826 -120.831 -32.0344 -80.8115 -4037.68 -863.816 -2490.52
63480 -176.64 -162.992 -19.1114 -78.5884 -101.363 -84.6694 -2646.54 -3083.69 -2585.72
63490 -120.233 -257.043 3.00943 -36.5231 -167.206 -83.3218 -1236.33 -5223.5 -2536.41
63500 -58.0473 -340.459 13.4928 5.08089 -225.481 -76.2365 167.109 -7130.66 -2350.41
63510 6.62633 -402.934 11.4128 46.4614 -273.652 -65.0076 1549.7 -8698.88 -2060.96
63520 70.5462 -441.716 3.7051 88.7395 -310.598 -53.0363 2927.84 -9884.5 -1732.43
63530 132.569 -460.458 -3.38024 133.292 -336.341 -44.0829 4353.54 -10693.7 -1444.03
63540 197.622 -465.321 -8.77656 181.311 -351.764 -40.0561 5886.17 -11166 -1259.91
63550 269.1 -462.125 -15.094 233.127 -358.238 -40.6847 7557.47 -11357.5 -1206.21
63560 344.706 -456.635 -23.906 288.497 -357.141 -44.4727 9356.26 -11327.3 -1266.61
63570 417.628 -452.63 -34.1129 346.266 -349.878 -49.4633 11224.5 -11133.3 -1389.03
63580 480.794 -449.989 -43.4784 403.296 -338.234 -52.9517 13044.1 -10824.9 -1488.93
63590 529.749 -444.76 -50.7741 453.463 -323.811 -51.9138 14621 -10429.2 -1466.8
63600 562.455 -431.852 -54.3864 488.539 -307.169 -45.044 15709.8 -9936.97 -1272.21
63610 577.816 -407.015 -50.7399 501.535 -287.51 -34.4265 16109.9 -9301.06 -953.285
63620 575.512 -368.806 -36.5776 490.837 -262.981 -23.5204 15770.6 -8468.13 -603.586
63630 553.011 -320.048 -14.6421 460.602 -232.341 -13.8312 14806.1 -7423.54 -273.948
63640 507.357 -266.49 6.97299 418.024 -196.114 -4.2326 13425.4 -6211.6 42.0088
63650 442.38 -211.877 22.2546 370.076 -156.363 6.60086 11846.9 -4914.73 359.115
63660 370.658 -156.796 31.5829 321.165 -115.38 18.0082 10235.7 -3605.25 662.652
63670 306.331 -100.062 39.6307 272.991 -74.2904 27.8447 8675.48 -2306.78 911.063
63680 253.818 -40.4832 49.2736 225.453 -32.9524 33.866 7177.91 -996.667 1060.83
63690 209.542 21.3472 58.9442 178.339 9.37201 35.3257 5715.05 357.371 1086.65
63700 165.95 82.3029 64.0402 131.88 53.0767 32.9695 4261.83 1758.61 990.895
63710 116.209 138.259 61.2282 87.3262 96.9592 28.6012 2834.28 3158.25 810.348
63720 59.4094 187.203 53.2344 46.6152 138.015 24.2572 1488.83 4452.56 611.484
63730 1.74371 229.664 45.9449 10.6032 171.869 20.9082 279.588 5516.91 460.524
63740 -48.5068 265.358 42.6639 -21.2749 195.439 18.2926 -776.123 6259.1 385.796
63750 -86.9126 289.508 41.4021 -49.5804 207.634 15.4239 -1684.62 6642.1 363.242
63760 -115.285 295.774 38.56 -73.6933 209.19 11.1098 -2440.99 6675.14 327.51
63770 -136.645 280.84 31.9435 -92.294 201.932 4.13049 -3030.87 6404.89 208.029
63780 -153.059 247.249 21.4129 -105.487 188.08 -5.43653 -3476.06 5906.53 -21.004
63790 -167.083 204.104 6.81972 -115.734 169.532 -16.4645 -3844.5 5262.46 -327.21
63800 -180.472 163.327 -9.04918 -125.522 147.499 -27.4381 -4198.12 4539.31 -655.364
63810 -194.41 131.475 -21.4645 -135.859 122.969 -37.4609 -4562.8 3779.5 -958.837
63820 -209.98 106.212 -28.7716 -146.467 97.6219 -45.0236 -4942.74 3013.9 -1198.01
63830 -227.337 79.4124 -34.5304 -156.568 73.5029 -48.3689 -5330.06 2276.83 -1340.55
63840 -243.805 46.4398 -40.1027 -165.741 52.4159 -47.1617 -5705.45 1602.43 -1385.18
63850 -251.72 9.78143 -41.7561 -174.389 34.6316 -42.781 -6049.77 1008.08 -1357.1
63860 -246.395 -24.0148 -36.1393 -183.107 18.6988 -36.2895 -6350.16 481.302 -1255.66
63870 -230.587 -49.6531 -23.2818 -190.876 2.75187 -27.3936 -6573.59 -3.38986 -1041.09
63880 -212.056 -66.6006 -6.39491 -194.889 -13.2423 -15.957 -6645.07 -443.259 -700.079
63890 -192.703 -78.7878 10.9636 -192.037 -27.1692 -3.42008 -6486.88 -799.146 -284.907
63900 -169.418 -88.9913 26.4926 -181.262 -36.0902 8.39567 -6069.47 -1024.44 122.973
63910 -140.349 -95.4963 40.0954 -163.433 -38.361 18.064 -5422.52 -1095.02 462.131
63920 -108.488 -94.773 51.9224 -140.46 -34.4817 25.0991 -4619.6 -1028.8 711.122
63930 -79.0426 -85.3199 62.3798 -114.793 -27.0319 29.9342 -3754.09 -875.86 882.655
63940 -56.0725 -67.2249 70.6453 -89.3011 -18.3762 33.4883 -2915.88 -675.652 1010.73
63950 -38.4531 -42.1276 76.4705 -66.422 -9.3661 37.5247 -2176.18 -423.125 1137.39
63960 -22.7064 -12.274 79.7785 -48.0589 1.08544 43.4499 -1587.51 -81.1822 1295.4
63970 -5.65683 19.1094 83.3622 -35.2746 14.397 51.5954 -1183.32 372.382 1492.74
63980 12.8598 47.7221 90.1286 -27.1926 30.6288 60.9544 -947.676 908.033 1712.47
63990 32.2573 70.5925 100.525 -20.6927 48.2489 69.5376 -798.619 1448.86 1928.51
64000 51.62 86.0957 111.466 -13.2616 64.1124 75.8264 -639.46 1909.98 2125.27
64010 72.733 94.4443 119.618 -4.68002 75.1352 80.1905 -424.053 2228.21 2315.88
64020 96.3704 94.4604 122.548 3.63845 79.0419 84.9631 -163.619 2352.74 2548.59
64030 120.425 83.6603 120.993 11.0261 74.0399 93.3757 113.077 2232.1 2889.98
64040 138.496 60.6261 119.913 18.4337 59.98 107.214 394.381 1833.6 3382.54
64050 146.867 29.8766 127.097 27.5719 38.1657 125.226 694.092 1175.74 3999.3
64060 151.223 2.97861 146.282 39.2832 11.1665 143.467 1043.66 344.514 4632.46
64070 161.187 -11.7463 171.868 53.3697 -17.0101 157.383 1478.76 -521.685 5133.13
64080 181.303 -15.6099 190.594 69.0791 -42.3391 164.112 2009.05 -1296.76 5377.79
64090 206.011 -16.122 191.399 84.9148 -63.2032 162.976 2581.7 -1944.68 5311.66
64100 221.297 -22.2664 173.934 98.2046 -81.1707 154.469 3073.28 -2530.66 4948.99
64110 217.604 -38.4828 149.529 105.297 -98.7125 139.556 3325.18 -3144.63 4361.36
64120 195.128 -61.4812 129.335 102.26 -116.872 120.227 3210.25 -3806.43 3664.41
64130 161.269 -84.7267 113.182 87.4515 -134.239 99.5079 2702.94 -4444.62 2966.2
64140 122.861 -104.627 90.8075 63.1144 -148.065 79.4335 1903.03 -4951.95 2300.44
64150 84.5404 -118.56 54.9614 33.9223 -155.418 59.5237 964.813 -5227.85 1631.64
64160 47.5788 -122.009 9.77025 3.66618 -153.932 37.9373 -0.29139 -5190.66 917.943
64170 10.5507 -110.541 -34.5619 -26.0472 -142.46 13.5681 -943.618 -4802.15 154.473
64180 -26.3234 -82.8644 -72.3375 -54.3552 -121.179 -12.642 -1836.75 -4075.29 -620.493
64190 -61.9357 -42.63 -103.619 -80.4029 -90.7566 -37.9808 -2648.32 -3047.91 -1350.64
64200 -95.8116 4.31326 -131.371 -103.671 -51.4551 -60.2251 -3364.35 -1755.57 -2004.53
64210 -129.857 52.9434 -156.808 -124.971 -3.99518 -79.2391 -4009.18 -234.766 -2595.73
64220 -165.289 101.488 -178.813 -145.511 49.6278 -96.2624 -4627.75 1452.32 -3159.27
64230 -201.603 149.07 -196.805 -165.564 105.333 -112.755 -5239.9 3194.03 -3717.98
64240 -235.938 194.134 -211.697 -183.873 157.518 -129.1 -5814.08 4826.32 -4270.1
64250 -263.929 233.709 -223.797 -198.514 200.098 -144.97 -6287.17 6163.5 -4794.56
64260 -281.366 264.849 -231.817 -207.715 228.31 -159.486 -6599.75 7055.51 -5257.41
64270 -286.449 284.718 -234.197 -210.375 240.47 -171.461 -6708.27 7446.14 -5619.43
64280 -277.38 291.643 -231.593 -205.387 239.164 -179.559 -6575.58 7401.5 -5847.71
64290 -254.888 286.672 -226.226 -191.68 229.798 -182.971 -6162.94 7083.56 -5918.56
64300 -219.544 274.63 -216.192 -168.201 217.839 -181.092 -5438.51 6677.37 -5807.97
64310 -170.617 262.758 -197.388 -135.537 206.606 -173.192 -4416.63 6316.98 -5486.12
64320 -109.451 255.106 -168.329 -97.0441 196.438 -157.965 -3193.32 6040.27 -4926.99
64330 -40.6832 249.072 -132.865 -57.2526 185.554 -134.48 -1905.76 5778.72 -4127.58
64340 28.0786 235.685 -96.7069 -18.9804 170.725 -103.141 -647.462 5397.11 -3121.84
64350 90.7331 207.087 -61.6325 17.646 149.773 -66.502 559.115 4773.57 -1983.23
64360 143.769 161.854 -25.6461 53.4764 121.771 -28.4516 1729.6 3861.45 -814.81
64370 188.712 106.426 12.0588 89.4382 87.5213 7.20047 2889.13 2700.24 279.381
64380 231.573 50.9666 50.022 126.413 48.8321 38.0195 4058.43 1387.55 1228.22
64390 276.842 3.52558 85.4434 164.433 8.06145 63.4137 5235.7 39.0944 2008.35
64400 325.886 -33.7742 114.864 202.469 -31.6251 84.1007 6393.88 -1235.45 2636.76
64410 376.661 -65.4195 134.904 239.453 -66.8319 101.456 7512.74 -2345.17 3148.85
64420 426.639 -96.8246 144.647 275.648 -95.7421 116.271 8612.22 -3253.22 3577.34
64430 473.141 -128.376 149.035 312.224 -119.822 128.984 9730.53 -4008.43 3951.04
64440 514.803 -157.233 156.79 349.143 -142.293 139.695 10858.6 -4702.5 4298.08
64450 549.894 -182.419 175.185 383.57 -164.448 148.567 11905.5 -5374.57 4635.86
64460 576.375 -205.21 202.723 410.92 -183.738 156.028 12736.7 -5961.84 4961.26
64470 592.812 -224.739 229.074 427.318 -195.693 162.092 13244.5 -6339.05 5245.54
64480 596.976 -235.138 243.022 430.727 -197.302 165.508 13376.8 -6407.41 5423.81
64490 587.834 -230.196 238.34 420.301 -189.228 163.126 13101 -6162.3 5393.02
64500 563.045 -210.078 215.197 394.629 -174.44 151.487 12356.9 -5687.56 5041.26
64510 518.879 -182.727 176.969 351.569 -156.175 128.278 11061.9 -5093.07 4299.49
64520 452.655 -156.423 128.822 290.282 -136.414 93.7833 9174.05 -4450.98 3181.88
64530 363.814 -132.278 76.5473 213.262 -115.284 51.2408 6757.36 -3765.29 1797.8
64540 255.048 -105.037 24.8652 126.648 -91.3625 6.14165 3988.18 -2986.52 334.812
64550 132.79 -69.8548 -22.115 37.2248 -62.9317 -34.9081 1088.08 -2062.12 -991.414
64560 9.16697 -26.2281 -62.0666 -49.9673 -29.5963 -66.3495 -1756.15 -989.843 -2001.78
64570 -103.737 20.8056 -93.355 -132.08 6.36556 -85.1577 -4426.38 159.643 -2600.02
64580 -199.269 62.8052 -113.339 -207.511 40.8261 -91.9058 -6857.8 1262.29 -2795.16
64590 -274.475 94.0597 -119.371 -274.415 69.3777 -90.5015 -9000.33 2191.12 -2696.99
64600 -330.311 115.14 -112.944 -330.233 89.8428 -86.2686 -10783.6 2876.26 -2472.21
64610 -368.834 128.427 -100.852 -372.111 102.875 -83.4284 -12118.8 3337.02 -2276.73
64620 -391.45 136.352 -91.0915 -398.272 111.525 -84.1706 -12940.5 3659.59 -2208.23
64630 -397.876 140.226 -88.8348 -408.539 119.119 -88.8084 -13244.1 3938.04 -2296.77
64640 -392.893 142.359 -93.4307 -404.753 127.646 -96.1893 -13085.7 4224.55 -2515.07
64650 -381.164 145.739 -100.16 -389.737 136.989 -104.145 -12561.8 4520.34 -2794.54
64660 -364.117 153.58 -105.23 -367.31 145.961 -110.466 -11789 4798.59 -3051.3
64670 -339.445 167.822 -109.086 -341.215 153.284 -113.416 -10881.8 5036.87 -3214.05
64680 -306.446 189.065 -114.026 -313.504 158.904 -111.957 -9915.7 5237.69 -3232.84
64690 -268.797 213.629 -116.323 -284.074 163.99 -105.32 -8906.65 5421.3 -3066.71
64700 -229.539 234.404 -108.718 -251.676 169.72 -92.8691 -7833.56 5600.1 -2680.2
64710 -189.96 245.937 -87.3182 -215.558 176.138 -74.0428 -6668.73 5764.54 -2075.27
64720 -146.238 249.245 -57.2829 -175.116 181.685 -49.7267 -5384.94 5881.72 -1318.38
64730 -95.3639 248.979 -26.4327 -130.449 183.408 -21.962 -3968.6 5889.89 -502.766
64740 -37.4749 247.924 1.21505 -82.2118 178.084 7.03982 -2439.63 5701.48 314.783
64750 20.0677 242.873 28.355 -31.668 163.211 35.7417 -849.239 5230.47 1126.94
64760 68.1346 225.741 58.7307 19.416 138.135 63.1656 734.699 4431.47 1937.42
64770 104.099 189.624 91.5541 68.4311 103.935 88.2022 2234.09 3314.3 2718.49
64780 134.704 134.2 123.263 111.886 61.7399 109.178 3569.64 1919.53 3398.04
64790 166.393 66.7539 149.064 146.828 12.6806 124.109 4691.99 302.938 3885.54
64800 201.226 -4.62632 163.673 173.511 -41.2029 131.574 5607.66 -1447.68 4114.84
64810 232.551 -75.2876 165.519 194.385 -96.1335 131.158 6359.58 -3211.39 4072.72
64820 253.455 -145.026 159.933 212.136 -147.36 123.759 6987.65 -4854.09 3811.15
64830 263.456 -213.321 154.42 227.653 -190.11 111.846 7500.3 -6242.58 3432.48
64840 268.741 -273.354 152.597 239.285 -220.715 98.7248 7868.17 -7259.78 3034.91
64850 276.458 -313.047 151.377 244.258 -237.559 86.2722 8046.42 -7823.97 2653.82
64860 288.133 -324.534 144.331 241.501 -240.834 73.8456 8009.46 -7898.55 2251.62
64870 297.671 -309.391 128.594 232.686 -231.099 59.3334 7776.83 -7495.38 1759.35
64880 299.071 -277.037 102.957 221.144 -209.282 40.6604 7407.32 -6671.07 1136.83
64890 291.864 -236.821 67.9832 209.229 -176.765 18.1961 6962.56 -5517.71 410.919
64900 281.356 -193.61 25.4954 197.022 -136.176 -5.47433 6465.41 -4161.82 -344.302
64910 269.744 -147.823 -21.0499 181.681 -91.8901 -28.0521 5876.31 -2749.73 -1070.87
64920 254.172 -97.2991 -66.8272 159.857 -48.2358 -49.2424 5124.41 -1396.11 -1769.01
64930 227.232 -41.5425 -107.889 129.788 -7.20328 -70.3559 4159.92 -140.404 -2476.81
64940 185.288 14.741 -141.88 91.8964 31.6597 -92.4116 2968.3 1044.05 -3214.96
64950 130.154 65.4824 -168.156 47.5078 69.8075 -115.309 1568.04 2198.55 -3963.85
64960 70.0641 109.225 -188.558 -0.670711 107.132 -138.614 31.6103 3326.47 -4703.18
64970 12.7873 149.613 -206.164 -48.4261 141.693 -163.181 -1506.43 4386.39 -5464.99
64980 -36.6837 188.248 -224.273 -91.6778 171.838 -190.773 -2908.32 5338.43 -6316.26
64990 -76.2327 220.962 -246.537 -128.736 197.76 -222.185 -4105.68 6179.43 -7291.48
65000 -107.851 242.931 -274.399 -159.598 220.242 -256.448 -5096.9 6911.26 -8368.17
65010 -136.23 255.119 -305.603 -183.832 238.244 -290.965 -5884.27 7498.22 -9469.04
65020 -161.386 264.421 -336.907 -199.881 249.434 -321.84 -6427.07 7886.26 -10468.2
65030 -175.913 275.309 -364.157 -205.663 252.878 -344.962 -6640.28 8059.98 -11245.2
65040 -170.952 284.28 -383.761 -198.552 249.523 -358.596 -6419.53 8043.35 -11745.6
65050 -145.642 282.525 -393.205 -176.479 240.488 -362.748 -5699.55 7844.97 -11966.1
65060 -106.687 263.726 -390.911 -139.958 226.146 -357.647 -4518.83 7444.3 -11894.6
65070 -64.874 228.599 -374.388 -93.3421 206.009 -342.412 -3028.64 6818.46 -11476.9
65080 -27.191 185.018 -340.366 -43.413 179.602 -315.29 -1444.95 5968.76 -10633.3
65090 3.96422 141.717 -285.666 2.58903 147.839 -274.648 13.5916 4940.83 -9306
65100 28.9422 102.466 -210.734 38.5883 113.32 -220.255 1175.51 3821.58 -7496.13
65110 48.482 66.2361 -121.878 61.2775 79.0648 -153.66 1950.37 2698.43 -5270.73
65120 60.9721 31.6589 -28.3883 70.9308 46.7827 -78.1267 2338.09 1614.99 -2761.18
65130 64.8311 -0.60806 60.1449 70.8246 16.4088 0.913736 2411.78 563.505 -155.213
65140 61.9202 -28.9207 137.225 65.3539 -13.3759 77.3579 2289.23 -484.124 2338.98
65150 57.1237 -50.4056 199.692 58.7222 -43.7643 145.659 2099.35 -1540.08 4546.54
65160 54.021 -65.2087 246.2 53.7954 -75.256 201.94 1947.18 -2593.33 6354.41
65170 57.2924 -78.431 275.894 52.2076 -107.177 243.876 1891.13 -3620.04 7699.63
65180 67.1026 -97.7912 289.005 53.8208 -137.997 269.916 1939.75 -4586.73 8550.95
65190 79.7457 -127.837 288.563 57.628 -165.727 280.185 2061.98 -5447.24 8919.62
65200 86.1917 -165.364 279.071 61.8522 -188.663 277.631 2202.44 -6154.67 8889.21
65210 81.2612 -201.151 263.886 64.5878 -206.587 268.092 2294.4 -6696.86 8618.66
65220 67.2684 -226.849 245.151 63.8082 -221.623 257.923 2273.48 -7120.12 8297.28
65230 49.1064 -240.977 226.462 58.1629 -236.185 251.501 2098.2 -7504.38 8073.21
65240 30.1563 -250.089 212.474 48.0989 -251.285 249.473 1772.85 -7915.1 7998.06
65250 9.56126 -263.289 205.796 35.8594 -266.366 249.593 1349.51 -8374.58 8024.77
65260 -15.0163 -284.502 204.042 23.6668 -280.266 248.747 888.768 -8855.19 8043.91
65270 -43.1762 -308.812 202.727 11.8295 -291.303 243.351 414.874 -9284.01 7919.35
65280 -70.5294 -327.715 200.238 -0.781355 -297.584 229.983 -80.0072 -9564.18 7531.67
65290 -91.8628 -335.107 196.049 -14.7853 -297.055 207.097 -597.002 -9616.26 6837.43
65300 -105.187 -330.422 186.459 -29.7123 -288.934 176.245 -1117.72 -9421.09 5889.24
65310 -110.799 -317.785 164.962 -45.0122 -274.989 140.826 -1625.95 -9032.61 4777.18
65320 -110.712 -301.893 126.575 -60.1963 -258.663 102.7 -2107.52 -8554.05 3553.85
65330 -109.404 -285.832 72.6832 -73.7653 -243.846 61.8209 -2517.65 -8098.44 2225.97
65340 -110.855 -270.188 9.74346 -82.8505 -233.203 17.9437 -2783.86 -7741.65 802.981
65350 -118.348 -253.936 -55.7857 -85.7801 -226.468 -27.673 -2868.38 -7486.92 -666.529
65360 -132.044 -237.29 -118.542 -83.9344 -221.068 -72.4873 -2823.76 -7269.09 -2108.97
65370 -149.381 -221.342 -173.954 -81.6391 -213.696 -114.428 -2779.53 -6993.2 -3457.64
65380 -165.031 -206.301 -216.995 -83.5486 -201.674 -151.681 -2863.36 -6576.35 -4651.75
65390 -174.998 -191.681 -244.534 -91.3055 -183.467 -181.899 -3109.57 -5976.72 -5617.71
65400 -178.072 -175.98 -257.308 -101.606 -159.399 -202.165 -3421.46 -5213.08 -6282.59
65410 -177.498 -157.058 -259.052 -108.549 -132 -211.013 -3622.1 -4357.27 -6619.67
65420 -176.11 -132.237 -253.282 -108.054 -104.527 -209.654 -3581.17 -3495.38 -6667.65
65430 -173.591 -100.075 -240.327 -101.302 -79.4127 -200.965 -3321.96 -2690.61 -6498.38
65440 -169.635 -63.0321 -217.342 -93.5534 -56.9973 -187.765 -2997.26 -1961.77 -6162.59
65450 -167.557 -27.8676 -181.683 -88.6534 -35.8223 -170.883 -2747.95 -1279.34 -5658.69
65460 -173.495 -0.571778 -136.389 -85.6642 -14.1088 -149.557 -2583.08 -599.002 -4965.31
65470 -186.953 20.2383 -90.1979 -80.4021 8.11215 -123.453 -2392.64 86.4859 -4108.78
65480 -199.239 40.3723 -52.5025 -69.1549 28.5159 -94.6843 -2050.46 732.527 -3185.84
65490 -199.863 63.4045 -26.0664 -50.8648 44.5988 -67.1004 -1489.6 1269.37 -2316.92
65500 -180.927 86.178 -6.26358 -26.1898 55.0539 -43.7504 -692.671 1642.07 -1573.82
65510 -139.715 101.656 12.7714 4.07819 61.0491 -25.1645 326.149 1853.2 -954.466
65520 -81.851 106.245 34.4022 38.7422 65.868 -10.1265 1506.75 1984.12 -417.293
65530 -16.3189 104.343 61.4117 76.4141 73.4261 3.15855 2763.5 2170 80.526
65540 46.1944 105.933 93.919 115.362 86.3208 16.2176 4011.76 2542.88 564.522
65550 97.8868 119.511 127.418 152.88 105.706 29.6417 5155.94 3170.3 1031.47
65560 135.531 147.101 156.681 184.469 130.018 42.7697 6069.55 4017.16 1442.65
65570 158.789 184.618 178.736 205.014 155.981 53.0731 6623.02 4952.89 1735.92
65580 169.691 222.84 193.332 211.35 179.489 58.0991 6749.74 5803.35 1861.86
65590 173.461 251.505 199.359 203.445 196.846 57.2226 6471.87 6419.56 1815.11
65600 174.91 264.787 194.886 183.607 205.878 51.6303 5874.31 6728.63 1627.3
65610 174.944 262.912 177.478 156.802 206.412 42.871 5092.03 6746.17 1334.93
65620 169.745 251.282 145.813 129.355 200.294 31.6274 4283.01 6553.35 956.611
65630 155.787 237.275 103.488 104.834 190.59 17.5234 3535.28 6256.37 490.801
65640 133.755 226.276 58.3497 82.402 180.516 0.011625 2823.64 5949.27 -62.2676
65650 106.277 219.027 17.6914 59.2013 172.142 -20.3942 2071.18 5690.63 -681.882
65660 73.8353 213.7 -16.4073 32.9449 166.216 -42.1179 1217.27 5497.85 -1334.3
65670 35.83 207.062 -47.1711 3.22716 162.274 -63.1785 241.882 5361.37 -1980.15
65680 -7.57078 197.341 -77.1957 -28.9576 159.791 -81.6693 -832.2 5265.38 -2574.56
65690 -53.7856 185.057 -104.577 -62.1907 157.879 -96.6684 -1948.86 5187.48 -3080.44
65700 -96.8557 171.504 -125.099 -95.3229 155.343 -108.598 -3047.04 5088.97 -3490.26
65710 -131.547 157.092 -138.411 -127.416 150.808 -118.987 -4075.52 4925.51 -3832.18
65720 -156.911 142.108 -149.122 -156.417 143.39 -129.208 -4975.15 4669.57 -4150.9
65730 -175.02 126.76 -163.588 -179.113 132.913 -139.784 -5672.46 4321.78 -4475.21
65740 -190.178 110.052 -185.008 -193.055 119.638 -150.126 -6109.7 3899.6 -4799.39
