# Time-averaged data for fix 2
# TimeStep c_flux[1] c_flux[2] c_flux[3] c_flux[4] c_flux[5] c_flux[6] c_Ag_mom[1] c_Ag_mom[2] c_Ag_mom[3]
310 182.463 69.574 -270.071 165.047 39.7609 -205.016 5303.97 1189.66 -6646.74
320 185.532 38.8917 -292.732 170.359 10.4143 -215.754 5509.14 310.721 -6983.93
330 189.865 6.139 -295.616 175.242 -14.3946 -220.926 5677.17 -433.589 -7099.87
340 196.074 -26.5019 -280.784 181.919 -32.3413 -219.661 5883.39 -989.119 -6980.8
350 203.589 -52.8227 -257.691 193.198 -41.965 -212.547 6221.68 -1309.37 -6678.8
360 212.331 -62.7986 -238.44 209.794 -43.6866 -200.268 6731.67 -1374.88 -6249.97
370 224.594 -50.0886 -228.878 229.527 -39.7095 -182.68 7357.6 -1220.74 -5704.68
380 239.386 -19.4939 -223.689 248.438 -32.2553 -159.789 7973.91 -922.471 -5018.96
390 251.977 16.3763 -212.001 262.568 -22.7659 -131.997 8433.26 -563.577 -4170.32
400 257.879 47.3526 -186.774 268.075 -12.0752 -99.7931 8598.24 -204.975 -3158.81
410 253.627 70.6076 -148.043 262.298 -0.696163 -63.8994 8382.9 138.472 -2008.74
420 235.549 90.0221 -98.9533 245.387 11.2168 -25.222 7797.18 484.926 -757.987
430 202.644 109.31 -43.8571 219.382 23.0857 15.2733 6916.86 835.536 549.002
440 159.822 127.536 11.9565 185.443 33.327 56.204 5798.59 1141.15 1854.75
450 113.893 139.514 64.7468 143.772 39.8105 95.4677 4462.01 1326.29 3089.89
460 66.0594 141.624 112.7 95.721 41.213 130.851 2941.26 1343.24 4200.6
470 13.2626 133.134 155.126 44.2373 37.5455 161.587 1315.92 1198.53 5174.77
480 -45.2348 116.858 190.933 -7.01314 30.0482 188.15 -303.53 934.905 6029.27
490 -105.403 96.6766 218.925 -54.6541 20.2739 211.044 -1803.03 600.6 6767.97
500 -160.291 76.378 238.488 -95.472 9.78434 229.54 -3079.01 242.102 7350.62
510 -204.192 58.7288 250.382 -126.543 0.465939 240.876 -4041.79 -84.3362 7689.17
520 -234.747 45.1048 255.332 -145.857 -6.28448 241.589 -4637.73 -325.572 7676.46
530 -252.246 35.1778 250.717 -153.844 -10.6711 229.291 -4891.08 -479.848 7246.65
540 -258.94 25.1035 233.169 -153.579 -15.139 204.772 -4902.56 -617.868 6428.66
550 -256.168 9.6006 203.481 -148.673 -22.6129 171.269 -4776.71 -840.668 5342
560 -244.683 -14.1676 166.108 -140.951 -35.3614 133.307 -4553.89 -1230.91 4146.96
570 -224.27 -45.159 125.451 -130.248 -54.7523 95.8191 -4215.49 -1841.08 2993.1
580 -195.242 -80.5546 84.0792 -115.816 -80.9327 62.6427 -3732.06 -2684.78 1978.92
590 -158.955 -120.906 43.7285 -97.4941 -112.231 35.6539 -3102.78 -3710.25 1138.34
600 -119.511 -165.623 5.8591 -76.4395 -144.924 14.9006 -2371.67 -4797.29 467.792
610 -82.954 -210.905 -28.4878 -54.5242 -174.734 -0.0427393 -1616.13 -5796.82 -39.7824
620 -57.0538 -251.098 -57.66 -34.064 -198.119 -9.89116 -922.212 -6582.85 -384.339
630 -44.5185 -280.522 -77.6077 -17.1828 -213.009 -14.8253 -362.08 -7082.08 -556.345
640 -40.0873 -294.398 -82.8553 -5.3188 -218.624 -14.4303 27.5929 -7266.55 -534.276
650 -33.7828 -289.864 -70.3735 1.37797 -214.739 -7.8266 254.451 -7126.57 -297.005
660 -21.2207 -267.306 -43.3974 4.05208 -201.294 4.99826 355.275 -6664.27 142.235
670 -5.28725 -230.847 -9.0975 4.67945 -178.936 22.3698 372.821 -5906.79 710.71
680 6.83782 -185.033 25.2992 4.90011 -149.079 41.1856 345.599 -4898.34 1290.57
690 12.5673 -132.024 53.3895 5.75322 -112.944 57.7122 308.995 -3680.17 1755.38
700 16.8981 -74.1741 69.6581 7.4956 -71.6396 68.3444 298.634 -2294.79 1998.35
710 27.1144 -14.97 71.6573 10.4375 -26.6418 70.1533 348.401 -803.767 1955.41
720 43.8004 42.3843 62.0228 14.8791 19.5618 61.9214 475.562 707.788 1620.83
730 61.3821 97.3017 45.4977 20.8204 64.3918 43.9968 665.818 2155.48 1032.09
740 74.5174 148.091 25.5196 27.4079 106.341 18.1591 882.072 3487.61 246.751
750 80.533 192.445 1.7107 33.5078 144.848 -11.5363 1091.27 4690.86 -643.151
760 78.4798 231.458 -26.6696 38.5711 179.952 -39.9041 1275.66 5777.39 -1505.1
770 68.6768 267.425 -54.7484 42.2121 211.909 -64.0081 1416.55 6769.31 -2242.54
780 52.4093 300.26 -77.9137 43.9506 241.095 -84.3977 1492.54 7681.36 -2860.76
790 32.9552 327.403 -96.5479 43.8161 267.914 -103.465 1499.37 8517.75 -3435.64
800 14.8366 346.459 -113.922 42.1809 293.143 -123.575 1448.26 9289.19 -4046.32
810 0.941093 359.017 -134.051 38.7094 317.391 -145.368 1336.76 10013.5 -4720.58
820 -7.59147 369.577 -159.283 32.1365 339.918 -167.454 1130.14 10685.7 -5417.76
830 -11.9403 381.124 -187.784 20.6022 358.745 -187.507 776.603 11258.7 -6065.53
840 -15.8844 391.51 -215.92 3.19303 371.526 -204.046 240.989 11662.6 -6612.49
850 -25.9452 397.223 -241.269 -19.057 376.636 -216.758 -467.807 11842.9 -7042.02
860 -47.3705 397.904 -261.492 -43.4064 373.886 -225.651 -1288.09 11790.8 -7344.42
870 -79.6228 395.006 -273.943 -66.9102 364.211 -230.224 -2127.8 11543.2 -7489.68
880 -116.929 389.488 -277.207 -88.024 349.13 -229.438 -2907.17 11144.3 -7442.05
890 -152.387 377.246 -271.13 -106.505 329.843 -223.534 -3585.11 10604.8 -7211.51
900 -181.743 350.413 -256.736 -123.112 306.011 -214.826 -4166.22 9879.48 -6876.44
910 -203.643 305.423 -237.482 -139.119 275.205 -206.089 -4691.95 8876.87 -6527.05
920 -220.24 245.298 -217.498 -155.437 234.298 -197.965 -5207.08 7520.48 -6193.22
930 -235.614 177.442 -198.932 -172.046 181.92 -188.972 -5731.39 5804.62 -5840.78
940 -251.604 107.495 -182.175 -188.351 119.581 -176.946 -6248.27 3797.88 -5416.4
950 -265.523 35.6495 -166.749 -203.381 50.789 -160.647 -6707.09 1608.67 -4891.6
960 -272.576 -39.3564 -151.821 -215.612 -20.4032 -140.75 -7047.04 -652.613 -4287.04
970 -271.406 -118.216 -136.321 -223.442 -90.7899 -119.486 -7222.96 -2897.37 -3662.32
980 -265.68 -200.364 -119.438 -225.244 -158.313 -99.3037 -7213.62 -5064.56 -3078.49
990 -260.659 -284.17 -99.6943 -220.065 -221.566 -81.7101 -7019.28 -7106.78 -2564.41
1000 -256.774 -364.561 -75.6521 -208.109 -279.304 -66.3534 -6658.95 -8975.82 -2095.36
1010 -249.056 -434.743 -49.1928 -191.047 -330.201 -50.9187 -6161.6 -10621.7 -1593.36
1020 -231.021 -489.995 -23.9708 -170.606 -372.701 -32.049 -5551.03 -11988.8 -965.303
1030 -201.163 -527.498 -1.74771 -147.882 -404.804 -7.50166 -4841.92 -13012.6 -159.896
1040 -163.534 -545.68 19.563 -123.231 -424.942 22.4418 -4046.06 -13643.6 802.51
1050 -123.463 -544.461 44.1794 -96.4418 -433.025 55.4665 -3173.04 -13876.9 1843.6
1060 -84.3536 -526.511 73.7126 -67.4164 -429.592 88.3031 -2233.25 -13741.5 2863
1070 -45.7758 -496.693 105.97 -36.8015 -414.507 118.086 -1247.21 -13249.3 3776.83
1080 -5.56408 -456.359 138.486 -5.86783 -386.597 142.804 -247.619 -12361.4 4540.03
1090 36.0566 -400.872 169.45 24.009 -344.597 161.427 722.502 -11014 5132.38
1100 75.5673 -325.115 196.424 51.365 -288.346 173.147 1610.01 -9181.24 5529.6
1110 107.761 -230.756 215.868 74.5225 -219.655 177.518 2356.75 -6927.06 5703.63
1120 128.53 -128.042 225.002 91.814 -142.481 175.184 2913.45 -4409.96 5655.89
1130 135.707 -30.597 223.849 102.154 -61.9688 167.989 3257.18 -1836.98 5431.76
1140 130.584 52.574 215.229 105.431 16.5083 157.452 3390.27 605.533 5080.38
1150 118.903 122.422 202.36 101.53 88.4024 143.381 3312.52 2802.53 4602.41
1160 106.687 185.527 183.825 89.7814 151.28 123.999 3005.21 4728.85 3951.85
1170 93.9622 248.779 153.586 70.3134 205.935 97.9508 2456.21 6438.59 3084.61
1180 75.3366 312.082 107.231 44.7064 254.251 65.2925 1689.91 7992.69 1997.13
1190 46.8594 369.244 47.7733 15.4326 296.051 27.709 767.876 9357.48 746.44
1200 9.90829 408.347 -14.7678 -15.0294 327.432 -11.7671 -223.612 10380.1 -555.804
1210 -28.6154 418.901 -69.6685 -44.1369 343.309 -50.2422 -1180.4 10876.8 -1800.04
1220 -60.5106 396.476 -111.886 -69.1817 340.687 -86.0146 -1996.12 10742.7 -2932.13
1230 -81.3136 344.817 -142.517 -87.7632 319.865 -117.917 -2595.25 9997.95 -3929.48
1240 -92.2919 275.821 -163.501 -98.7431 283.621 -144.139 -2954.71 8763.67 -4746.36
1250 -96.1329 204.966 -175.906 -102.436 236.054 -162.79 -3093.66 7206.37 -5322.75
1260 -93.5918 142.12 -180.583 -100.444 182.343 -173.126 -3052.74 5502.65 -5631.48
1270 -85.0663 88.3169 -178.824 -94.6348 128.654 -175.397 -2882.23 3823.27 -5683.58
1280 -71.943 39.4059 -172.51 -86.2742 80.3253 -170.251 -2627.6 2302.76 -5504.32
1290 -55.9821 -7.25427 -162.937 -75.3739 39.8172 -158.682 -2304.02 1007.83 -5130.11
1300 -36.798 -48.6686 -148.67 -61.0292 6.79336 -142.479 -1884.63 -51.8208 -4614.09
1310 -13.0536 -79.2963 -126.745 -42.4522 -19.6807 -123.588 -1330.92 -876.181 -4007.44
1320 14.2247 -96.3237 -95.7787 -20.2508 -39.5627 -103.04 -647.774 -1458.75 -3343.75
1330 39.8659 -103.058 -58.8618 3.35345 -52.606 -81.6695 94.9826 -1815.01 -2663.34
1340 57.6251 -105.255 -21.6922 25.2783 -59.6404 -61.5353 796.281 -2006.6 -2042.39
1350 66.173 -109.646 9.41834 42.9842 -63.8961 -45.6994 1371.86 -2146.66 -1574.6
1360 67.4511 -119.184 29.1856 54.7804 -70.211 -36.2716 1772.14 -2374.77 -1322.54
1370 63.2764 -134.375 33.8565 59.9695 -82.5183 -33.9166 1969.08 -2793.88 -1294.62
1380 53.1959 -155.656 23.7977 58.7425 -101.253 -38.0732 1953.47 -3409.69 -1467.12
1390 38.616 -183.033 2.66477 52.6121 -123.28 -47.8739 1757.75 -4131.17 -1809.86
1400 24.8534 -214.604 -24.215 44.3304 -144.639 -62.0462 1468.5 -4837.26 -2282.94
1410 18.2315 -243.87 -51.4843 37.3348 -163.241 -78.9516 1207.02 -5452.9 -2835.76
1420 22.1856 -262.487 -75.36 34.7122 -179.467 -97.2451 1083.59 -5968.41 -3424.23
1430 35.4671 -266.843 -96.3945 37.627 -193.982 -115.529 1140.7 -6390.65 -4007.97
1440 53.4797 -261.775 -117.076 44.1046 -205.367 -131.489 1319.75 -6690.42 -4527.37
1450 70.1404 -255.019 -135.649 49.8025 -210.386 -143.217 1486.13 -6801.46 -4914.09
1460 80.2246 -248.79 -144.218 50.4031 -206.43 -150.578 1503.24 -6665.24 -5131.9
1470 80.6453 -236.953 -135.755 43.3805 -194.118 -154.31 1292.2 -6286.82 -5177.53
1480 71.2732 -212.344 -112.339 28.9954 -176.875 -153.977 858.722 -5739.99 -5048.87
1490 54.2762 -175.461 -84.5535 10.5385 -157.663 -148.17 296.179 -5106.73 -4744.59
1500 33.1353 -134.022 -62.3701 -7.27724 -136.921 -136.405 -256.382 -4422.61 -4299.61
1510 12.6786 -95.4941 -48.8254 -21.3502 -113.642 -120.707 -699.142 -3686.38 -3793.64
1520 -3.78045 -61.0283 -41.0546 -32.1121 -87.858 -103.68 -1035.16 -2903.78 -3293.25
1530 -16.2181 -25.979 -35.1861 -42.4296 -60.9177 -86.0666 -1349.91 -2094.94 -2789.14
1540 -27.8787 13.6493 -27.1811 -55.0428 -34.0115 -66.6726 -1731.9 -1267.04 -2208.36
1550 -42.7619 56.4843 -13.5497 -70.5412 -7.19619 -44.2198 -2211.6 -407.895 -1483.58
1560 -64.589 97.2791 5.94775 -87.7795 19.9869 -18.8134 -2765.55 490.644 -619.656
1570 -94.1046 132.702 27.341 -105.538 47.7264 7.38059 -3360.41 1416.44 291.327
1580 -127.17 161.618 45.1505 -123.595 75.639 31.5634 -3973.95 2345.15 1132.97
1590 -157.154 185.516 57.4748 -141.873 103.413 52.2303 -4579.85 3258.16 1837.35
1600 -180.99 208.135 66.1903 -159.326 131.036 69.1873 -5133.66 4155.69 2401.06
1610 -200.052 233.649 75.0155 -173.428 159.061 83.4967 -5575.34 5059.22 2872.14
1620 -216.361 264.246 87.154 -181.259 188.219 97.2378 -5838.94 5990.9 3329.22
1630 -227.226 296.479 104.009 -180.833 217.804 112.467 -5869.07 6932.82 3842.19
1640 -225.943 325.279 123.903 -172.293 245.002 129.808 -5644.26 7801.53 4424.71
1650 -207.326 346.108 143.217 -157.537 265.494 147.606 -5189.3 8464.09 5019.37
1660 -173.729 356.132 159.478 -139.032 275.487 163.036 -4569.15 8788.24 5540.8
1670 -133.784 351.689 171.978 -119.405 273.066 174.268 -3877.18 8699.62 5935.26
1680 -97.2452 332.88 181.962 -100.875 258.939 181.708 -3216.59 8210.18 6200.37
1690 -70.4534 304.094 191.604 -85.0807 235.72 186.678 -2669.52 7414.35 6357.73
1700 -53.8935 272.504 202.745 -72.7906 207.378 189.565 -2270.11 6466.47 6415.76
1710 -44.7436 242.941 214.495 -63.8654 178.321 189.947 -2008.19 5532.88 6367.5
1720 -40.0801 215.27 222.605 -57.555 152.338 187.42 -1847.89 4734.38 6215.43
1730 -37.119 186.494 223.392 -52.3882 131.196 182.187 -1731.92 4112.59 5980.95
1740 -32.9508 155.668 217.956 -46.7327 114.233 175.028 -1593.08 3632.58 5699.54
1750 -26.9265 126.867 212.03 -39.2543 99.7913 167.008 -1383.58 3230.08 5417.5
1760 -21.0778 104.781 210.992 -29.7397 86.8576 159.806 -1095.02 2869.03 5187.05
1770 -16.4698 90.8717 213.539 -18.9592 76.0235 155.191 -755.51 2553.92 5046.52
1780 -12.4918 79.8996 213.392 -8.58645 68.3981 153.433 -417.689 2302.73 4986.42
1790 -7.50973 64.6337 206.473 -0.352357 64.1771 152.267 -141.885 2121.27 4929.78
1800 -1.18243 43.7933 193.288 4.07216 61.9831 147.395 25.4005 1990.75 4756.28
1810 7.42382 23.0679 175.908 4.25488 59.1128 135.084 75.8668 1861.32 4365.51
1820 17.9159 7.01633 155.163 1.45787 52.268 114.496 51.1349 1651.43 3727
1830 27.4985 -6.55982 128.889 -1.87054 38.5255 86.997 18.2407 1259.01 2870.72
1840 32.4416 -24.8922 94.8991 -3.32713 15.857 54.5482 35.1467 586.949 1844.31
1850 31.6995 -54.5994 54.1571 -1.46511 -16.5007 18.6624 134.476 -412.357 690.91
1860 29.4425 -97.0073 9.56896 3.43047 -56.5904 -19.2195 306.81 -1693.26 -536.818
1870 32.0522 -148.813 -36.671 9.31087 -100.246 -56.9111 499.538 -3124.24 -1766.1
1880 41.3082 -202.45 -84.621 14.3123 -142.279 -92.15 658.639 -4536.6 -2932.43
1890 51.8329 -249.002 -134.092 18.399 -178.01 -123.959 771.973 -5765.86 -4002.78
1900 55.5045 -279.413 -181.19 22.6599 -204.195 -151.888 863.687 -6685.78 -4951.83
1910 49.804 -288.416 -219.677 27.317 -219.723 -174.615 954.012 -7232.75 -5734.27
1920 38.1463 -276.216 -245.697 31.1343 -224.684 -190.631 1036.15 -7402.95 -6302.43
1930 24.3428 -250.278 -258.556 32.7442 -220.057 -199.426 1085.88 -7236.58 -6640.8
1940 7.09815 -219.454 -256.614 31.8144 -207.696 -201.996 1074.33 -6804.59 -6763.06
1950 -16.9702 -189.87 -238.421 28.304 -190.086 -199.381 969.813 -6193.16 -6678.98
1960 -47.0014 -163.7 -207.4 21.8823 -169.954 -191.401 754.631 -5491.2 -6384.12
1970 -76.6863 -140.8 -172.173 12.9311 -149.501 -177.549 464.988 -4775.14 -5885.94
1980 -98.0901 -119.385 -139.311 4.01002 -129.599 -158.369 209.682 -4088.64 -5226.56
1990 -105.312 -96.6948 -109.741 -0.691122 -109.721 -135.626 135.473 -3426.14 -4470.13
2000 -96.5672 -69.9894 -81.4167 2.91697 -87.8463 -111.081 358.119 -2721.47 -3668.14
2010 -74.666 -37.0046 -54.0666 16.6196 -61.1513 -85.6021 904.516 -1870.16 -2848.28
2020 -45.2809 4.6172 -30.4143 39.0932 -28.0311 -59.9988 1705.16 -800.967 -2040.42
2030 -13.5794 57.2879 -13.2931 66.979 10.6514 -36.2998 2633.55 461.766 -1307.97
2040 16.706 118.232 -2.62561 96.1695 51.7022 -18.1772 3555.62 1801.99 -751.637
2050 45.4842 179.275 3.14251 123.224 91.0529 -9.47344 4367.92 3062.12 -474.848
2060 75.6416 229.935 4.13879 146.064 124.724 -11.6 5026.23 4100.29 -525.004
2070 108.082 263.356 -1.89936 164.697 150.182 -22.3504 5552.71 4841.12 -856.782
2080 138.477 280.19 -17.1668 180.43 167.293 -37.3056 6000.13 5299.22 -1357.08
2090 160.861 286.86 -39.8369 193.96 177.546 -52.2907 6400.5 5558.17 -1903.03
2100 175.678 290.612 -63.7905 204.601 183.089 -64.6428 6744.64 5712.94 -2392.43
2110 187.89 293.217 -81.6772 211.011 185.709 -72.9721 6995.38 5819.34 -2744.68
2120 199.25 291.128 -88.737 212.466 186.686 -76.315 7108.24 5887.42 -2900.79
2130 205.204 279.745 -86.2928 208.869 186.287 -73.7929 7039.51 5892 -2821.41
2140 200.558 258.736 -78.8203 200.06 183.436 -64.3549 6752.62 5779.22 -2491.34
2150 184.606 232.068 -67.5193 186.059 176.015 -47.7799 6250.86 5491.06 -1926.67
2160 162.426 206.483 -47.1208 168.542 162.115 -24.4986 5607.96 4989.69 -1156.81
2170 140.208 185.416 -11.6067 150.451 140.268 4.63039 4947.63 4248.34 -204.806
2180 122.267 164.296 38.5023 134.811 109.352 38.1371 4384.34 3236.43 891.399
2190 109.02 134.202 94.8614 123.066 69.7645 73.4614 3971.93 1950.06 2052.74
2200 97.4262 89.2141 145.17 114.566 24.163 107.531 3687.36 462.218 3175.28
2210 84.1998 33.6297 180.415 107.537 -22.9658 138.045 3455.77 -1083.18 4170.16
2220 67.695 -22.8634 199.247 100.121 -67.4519 163.573 3198.66 -2534.98 4989.19
2230 49.7145 -72.3368 207.975 90.7888 -106.489 183.214 2868.46 -3794.85 5618.26
2240 34.5425 -113.747 214.112 78.4408 -139.049 196.707 2456.21 -4835.97 6061.3
2250 24.4385 -151.501 220.285 63.0681 -165.638 204.746 1985.97 -5688.8 6344.85
2260 16.3954 -191.326 225.859 46.2965 -187.938 209.383 1507.54 -6408.34 6525.47
2270 4.78406 -232.794 231.751 30.7906 -207.268 213.216 1073.76 -7026.87 6678.56
2280 -13.0667 -268.835 242.333 18.244 -223.62 218.974 700.878 -7523.24 6887.4
2290 -34.0141 -290.719 261.43 8.55025 -235.675 228.805 369.971 -7842.67 7223.08
2300 -51.4375 -296.47 287.369 1.12269 -241.609 243.194 77.8976 -7941.66 7699.56
2310 -59.7183 -293.339 312.767 -3.91296 -239.983 259.856 -137.403 -7810.21 8243.05
2320 -57.2959 -292.362 330.046 -5.42857 -230.479 274.189 -215.267 -7468.32 8711
2330 -46.3886 -299.545 336.08 -1.74394 -214.405 281.085 -101.593 -6963.02 8947.49
2340 -30.6543 -310.381 330.264 8.19464 -194.735 277.014 221.782 -6369.55 8839.18
2350 -11.9846 -317.186 312.631 23.5021 -175.112 260.581 711.389 -5772.87 8330.55
2360 7.61495 -314.5 282.505 40.5906 -157.751 231.642 1255.13 -5229.38 7403.29
2370 26.75 -303.845 238.168 54.4009 -142.891 190.693 1701.23 -4744.03 6066.06
2380 41.558 -288.824 179.494 61.0852 -128.723 139.14 1924.75 -4271.78 4370.18
2390 46.0799 -269.772 109.761 59.5079 -112.485 79.9435 1876.11 -3727.38 2432.97
2400 36.8674 -241.31 35.221 50.538 -91.1941 18.3891 1563.7 -3006.64 446.616
2410 14.8586 -198.754 -36.4192 35.9121 -62.6559 -38.6236 1040.81 -2030.6 -1365.3
2420 -13.4292 -144.073 -97.9465 19.7123 -26.1455 -85.6535 450.703 -786.454 -2843.46
2430 -37.5926 -85.5353 -142.731 7.75094 17.3283 -120.475 6.90829 674.947 -3935.94
2440 -46.5904 -30.6881 -166.284 4.33834 64.9263 -143.251 -125.557 2249.95 -4647.45
2450 -33.4162 19.2596 -169.433 10.8512 112.012 -154.693 112.364 3799.77 -4992.29
2460 1.3722 67.5022 -158.112 27.9674 155.055 -156.09 729.561 5222.11 -5008.92
2470 49.2267 113.526 -138.409 56.8555 193.777 -150.01 1712.98 6496.75 -4771.32
2480 98.0854 154.726 -113.257 96.5112 230.006 -139.646 2986.84 7658.5 -4386.41
2490 141.58 192.143 -84.9621 142.276 264.911 -129.183 4391.29 8746.18 -3996.14
2500 179.402 232.073 -57.1005 186.732 297.683 -122.575 5722.69 9764.52 -3751.23
2510 212.914 277.839 -35.6547 223.151 326.246 -122.252 6809.28 10681 -3752.81
2520 240.38 323.811 -26.6197 248.226 349.367 -128.251 7569.45 11448.7 -4007.74
2530 258.554 357.646 -33.087 262.384 366.9 -138.504 8016.52 12019 -4432.7
2540 268.522 371.249 -54.082 267.834 378.305 -150.261 8217.2 12340.3 -4901.88
2550 275.097 367.244 -85.5855 266.968 381.985 -161.53 8247 12366.1 -5313.01
2560 282.348 354.172 -122.115 262.429 376.209 -172.1 8175.64 12081.1 -5639.22
2570 288.86 339.604 -157.512 256.909 361.099 -183.398 8066.54 11519 -5929.11
2580 291.401 324.403 -187.154 252.597 338.42 -196.927 7965.31 10746.4 -6252.23
2590 287.779 305.072 -210.28 250.203 310.445 -212.793 7887.49 9827.56 -6646.24
2600 279.312 278.088 -228.889 248.51 278.47 -230.008 7806.81 8796.31 -7109.64
2610 268.199 242.245 -244.416 244.443 241.992 -247.285 7651.35 7633.48 -7616.4
2620 255.33 196.941 -256.992 234.829 198.974 -263.095 7340.99 6274.33 -8118.46
2630 238.7 142.16 -265.351 218.285 147.631 -275.037 6837.16 4658.93 -8537.23
2640 214.664 77.9721 -269.49 195.151 88.2158 -279.811 6140.56 2790.21 -8765.9
2650 179.976 5.83418 -269.586 165.757 23.6117 -274.495 5250.64 753.392 -8702.69
2660 134.866 -70.089 -262.136 129.859 -41.7693 -258.158 4149.18 -1315.72 -8292.6
2670 81.6148 -144.153 -241.299 87.2754 -104.016 -231.863 2822.47 -3292.8 -7532.81
2680 22.7582 -210.941 -205.133 38.5384 -161.283 -197.107 1287.21 -5114.42 -6453.96
2690 -38.5312 -267.429 -157.991 -14.4169 -213.318 -155.324 -400.775 -6770.8 -5114.37
2700 -98.9842 -314.74 -106.375 -68.4636 -259.809 -108.82 -2147.03 -8256.5 -3609.97
2710 -155.427 -356.79 -56.443 -119.674 -299.469 -61.3473 -3828.82 -9536.65 -2073.74
2720 -203.652 -395.969 -14.6648 -164.326 -330.562 -16.9096 -5320.94 -10553.8 -639.546
2730 -239.416 -430.017 13.7508 -199.811 -351.741 21.8498 -6523.76 -11247.7 609.539
2740 -260.679 -451.047 29.2501 -224.489 -361.873 54.3606 -7369.21 -11566.7 1660.78
2750 -267.637 -453.539 37.8935 -236.702 -360.308 81.1473 -7801.77 -11481.3 2543.53
2760 -261.028 -439.277 46.8597 -234.913 -347.297 102.975 -7773.5 -11011.6 3284.69
2770 -241.245 -415.967 60.5363 -219.29 -324.978 120.198 -7287.28 -10246.3 3884.7
2780 -210.925 -388.823 80.7616 -193.509 -297.208 132.556 -6449.01 -9323.58 4326.22
2790 -174.878 -357.851 106.135 -163.72 -268.613 140.047 -5456.92 -8383.04 4603.79
2800 -140.715 -322.564 131.553 -136.241 -242.889 143.785 -4520.24 -7535.71 4742.74
2810 -115.058 -286.555 150.229 -114.724 -222.485 145.248 -3773.76 -6857.86 4783.56
2820 -101.199 -256.543 159.282 -99.6783 -208.131 145.154 -3256.69 -6380.92 4751.89
2830 -98.8652 -238.441 160.753 -90.3987 -198.697 142.923 -2950.67 -6083.45 4647.83
2840 -102.405 -232.697 158.018 -85.7619 -191.701 137.318 -2813.62 -5899.35 4455.33
2850 -106.386 -232.712 152.245 -84.2242 -184.028 127.93 -2781.34 -5726.55 4162.13
2860 -107.683 -225.863 141.128 -83.6969 -172.562 115.373 -2773.58 -5443.61 3774.57
